"airport","year","domestic_departures","international_departures","domestic_destinations","international_destinations"
"ENBS","2014","1229","0","6","0"
"ENBS","2015","1229","0","5","0"
"ENBS","2016","1233","0","5","0"
"ENBS","2017","1150","0","5","0"
"ENBS","2018","1115","0","5","0"
"ENBS","2019","1122","0","4","0"
"ENBV","2003","913","0","6","0"
"ENBV","2004","917","0","4","0"
"ENBV","2005","915","0","4","0"
"ENBV","2006","914","0","4","0"
"ENBV","2007","922","0","5","0"
"ENBV","2008","928","0","5","0"
"ENBV","2009","925","0","5","0"
"ENBV","2010","925","0","5","0"
"ENBV","2011","926","0","5","0"
"ENBV","2012","925","0","4","0"
"ENBV","2013","914","0","5","0"
"ENBV","2014","923","0","4","0"
"ENBV","2015","922","0","4","0"
"ENBV","2016","924","0","4","0"
"ENBV","2017","842","0","4","0"
"ENBV","2018","808","0","3","0"
"ENBV","2019","814","0","3","0"
"ENCN","2003","5330","1118","5","4"
"ENCN","2004","5389","1942","4","5"
"ENCN","2005","5313","1433","3","2"
"ENCN","2006","4908","1716","6","5"
"ENCN","2007","4852","2200","5","8"
"ENCN","2008","5077","2188","5","7"
"ENCN","2009","4805","1953","7","5"
"ENCN","2010","4733","1840","6","4"
"ENCN","2011","4931","1990","6","5"
"ENCN","2012","5237","2109","6","4"
"ENCN","2013","4984","2540","7","19"
"ENCN","2014","5238","2274","6","5"
"ENCN","2015","5374","2195","6","9"
"ENCN","2016","5254","1984","8","8"
"ENCN","2017","4889","1742","6","8"
"ENCN","2018","5115","1938","7","8"
"ENCN","2019","4973","2304","6","9"
"ENDI","2003","34","0","1","0"
"ENDU","2003","965","0","2","0"
"ENDU","2004","926","0","2","0"
"ENDU","2005","954","0","1","0"
"ENDU","2006","948","0","2","0"
"ENDU","2007","953","0","1","0"
"ENDU","2008","850","0","2","0"
"ENDU","2009","818","0","1","0"
"ENDU","2010","910","0","2","0"
"ENDU","2011","843","0","3","0"
"ENDU","2012","968","0","3","0"
"ENDU","2013","987","0","1","0"
"ENDU","2014","1010","0","1","0"
"ENDU","2015","1006","0","1","0"
"ENDU","2016","980","0","1","0"
"ENDU","2017","1160","0","3","0"
"ENDU","2018","1021","0","3","0"
"ENDU","2019","781","0","1","0"
"ENEV","2003","3110","0","8","0"
"ENEV","2004","3573","1","6","1"
"ENEV","2005","3783","0","5","0"
"ENEV","2006","3728","0","6","0"
"ENEV","2007","3412","6","6","1"
"ENEV","2008","3384","0","5","0"
"ENEV","2009","3149","0","6","0"
"ENEV","2010","3319","0","7","0"
"ENEV","2011","3166","5","7","2"
"ENEV","2012","3433","20","7","2"
"ENEV","2013","3666","63","9","3"
"ENEV","2014","3963","64","11","3"
"ENEV","2015","3695","48","9","5"
"ENEV","2016","3781","63","8","5"
"ENEV","2017","4434","53","11","4"
"ENEV","2018","4243","78","7","5"
"ENEV","2019","4285","63","7","4"
"ENFG","2003","604","15","4","3"
"ENFG","2004","591","0","3","0"
"ENFG","2005","588","0","3","0"
"ENFG","2006","606","0","2","0"
"ENFG","2007","582","0","2","0"
"ENFG","2008","440","26","3","1"
"ENFG","2009","542","14","3","2"
"ENFG","2010","555","8","1","1"
"ENFG","2011","557","19","1","2"
"ENFG","2012","1006","0","2","0"
"ENFG","2013","990","1","2","1"
"ENFG","2014","524","14","1","1"
"ENFG","2015","52","13","1","1"
"ENFG","2016","143","13","1","1"
"ENFG","2017","0","12","0","1"
"ENFG","2018","0","8","0","1"
"ENFL","2003","2940","0","4","0"
"ENFL","2004","2720","0","2","0"
"ENFL","2005","2692","0","2","0"
"ENFL","2006","2783","0","2","0"
"ENFL","2007","2781","0","2","0"
"ENFL","2008","2734","0","2","0"
"ENFL","2009","2716","0","2","0"
"ENFL","2010","2704","0","2","0"
"ENFL","2011","2721","0","2","0"
"ENFL","2012","2837","0","6","0"
"ENFL","2013","3526","0","5","0"
"ENFL","2014","3575","0","5","0"
"ENFL","2015","3505","0","5","0"
"ENFL","2016","2838","1","5","1"
"ENFL","2017","2785","0","6","0"
"ENFL","2018","2781","0","6","0"
"ENFL","2019","2942","0","3","0"
"ENGM","2003","46983","37077","42","88"
"ENGM","2004","47396","41465","50","109"
"ENGM","2005","47995","43087","36","118"
"ENGM","2006","48371","48037","51","178"
"ENGM","2007","50748","51071","36","165"
"ENGM","2008","51854","53666","49","211"
"ENGM","2009","49346","46456","55","173"
"ENGM","2010","50980","48099","41","146"
"ENGM","2011","52474","50107","41","153"
"ENGM","2012","53720","51364","43","172"
"ENGM","2013","55577","54181","49","216"
"ENGM","2014","56795","55769","56","220"
"ENGM","2015","55622","55049","54","237"
"ENGM","2016","56119","57605","64","347"
"ENGM","2017","55412","60705","52","258"
"ENGM","2018","57074","63514","53","252"
"ENGM","2019","55180","62826","50","233"
"ENHD","2003","4192","244","7","1"
"ENHD","2004","4053","365","9","1"
"ENHD","2005","3536","362","7","1"
"ENHD","2006","3299","327","8","1"
"ENHD","2007","3177","385","8","2"
"ENHD","2008","2853","805","6","7"
"ENHD","2009","2457","327","5","4"
"ENHD","2010","2660","417","4","5"
"ENHD","2011","2598","480","3","7"
"ENHD","2012","2608","903","3","11"
"ENHD","2013","2613","1037","4","13"
"ENHD","2014","2634","947","3","13"
"ENHD","2015","2636","825","4","8"
"ENHD","2016","2500","578","5","8"
"ENHD","2017","2210","448","4","6"
"ENHD","2018","2211","449","3","9"
"ENHD","2019","2195","362","2","3"
"ENHF","2003","3900","0","8","0"
"ENHF","2004","4146","0","9","0"
"ENHF","2005","4314","0","8","0"
"ENHF","2006","4521","0","10","0"
"ENHF","2007","4530","0","8","0"
"ENHF","2008","4378","0","7","0"
"ENHF","2009","4085","0","8","0"
"ENHF","2010","4040","0","8","0"
"ENHF","2011","4175","0","7","0"
"ENHF","2012","4251","0","7","0"
"ENHF","2013","4492","0","7","0"
"ENHF","2014","4686","0","7","0"
"ENHF","2015","4619","0","7","0"
"ENHF","2016","4552","0","7","0"
"ENHF","2017","4947","0","11","0"
"ENHF","2018","4256","0","8","0"
"ENHF","2019","4008","0","6","0"
"ENHK","2003","560","0","2","0"
"ENHK","2004","561","0","3","0"
"ENHK","2005","560","0","2","0"
"ENHK","2006","557","0","2","0"
"ENHK","2007","556","0","2","0"
"ENHK","2008","558","0","2","0"
"ENHK","2009","555","0","2","0"
"ENHK","2010","557","0","2","0"
"ENHK","2011","559","0","2","0"
"ENHK","2012","562","0","2","0"
"ENHK","2013","563","0","3","0"
"ENHK","2014","563","0","3","0"
"ENHK","2015","566","0","3","0"
"ENHK","2016","566","0","3","0"
"ENHK","2017","791","0","2","0"
"ENHK","2018","862","0","2","0"
"ENHK","2019","870","0","2","0"
"ENHV","2003","1522","0","3","0"
"ENHV","2004","1530","0","4","0"
"ENHV","2005","1509","0","4","0"
"ENHV","2006","1273","0","4","0"
"ENHV","2007","1236","0","4","0"
"ENHV","2008","1226","0","4","0"
"ENHV","2009","1220","0","4","0"
"ENHV","2010","1221","0","4","0"
"ENHV","2011","1223","0","3","0"
"ENHV","2012","1232","0","3","0"
"ENHV","2013","1227","0","3","0"
"ENHV","2014","1227","0","3","0"
"ENHV","2015","1228","0","3","0"
"ENHV","2016","1233","0","3","0"
"ENHV","2017","1149","0","3","0"
"ENHV","2018","1112","0","3","0"
"ENHV","2019","1123","0","2","0"
"ENKB","2003","3018","0","8","0"
"ENKB","2004","3217","0","7","0"
"ENKB","2005","3227","0","6","0"
"ENKB","2006","3410","0","9","0"
"ENKB","2007","3548","0","6","0"
"ENKB","2008","2992","0","6","0"
"ENKB","2009","2567","0","6","0"
"ENKB","2010","2478","0","6","0"
"ENKB","2011","3051","0","6","0"
"ENKB","2012","3162","0","5","0"
"ENKB","2013","3145","82","5","1"
"ENKB","2014","3228","149","7","2"
"ENKB","2015","3130","0","6","0"
"ENKB","2016","2825","1","6","1"
"ENKB","2017","2864","0","5","0"
"ENKB","2018","2766","0","5","0"
"ENKB","2019","2533","2","4","1"
"ENKR","2003","3493","13","13","1"
"ENKR","2004","3326","0","8","0"
"ENKR","2005","3218","18","9","1"
"ENKR","2006","3195","18","10","1"
"ENKR","2007","3107","85","9","3"
"ENKR","2008","3303","130","9","1"
"ENKR","2009","3314","0","10","0"
"ENKR","2010","3201","32","9","2"
"ENKR","2011","3152","0","11","0"
"ENKR","2012","3203","0","10","0"
"ENKR","2013","3181","0","11","0"
"ENKR","2014","3163","0","9","0"
"ENKR","2015","3119","0","11","0"
"ENKR","2016","3164","0","8","0"
"ENKR","2017","3078","0","10","0"
"ENKR","2018","2971","0","8","0"
"ENKR","2019","2916","0","6","0"
"ENLK","2003","2187","0","4","0"
"ENLK","2004","2204","0","3","0"
"ENLK","2005","2199","0","2","0"
"ENLK","2006","2195","0","2","0"
"ENLK","2007","2193","0","2","0"
"ENLK","2008","2195","0","3","0"
"ENLK","2009","2304","0","3","0"
"ENLK","2010","2331","0","3","0"
"ENLK","2011","2246","0","3","0"
"ENLK","2012","2235","0","3","0"
"ENLK","2013","2435","0","3","0"
"ENLK","2014","2454","0","4","0"
"ENLK","2015","2453","0","3","0"
"ENLK","2016","2438","0","3","0"
"ENLK","2017","3054","0","6","0"
"ENLK","2018","2807","0","5","0"
"ENLK","2019","2527","0","3","0"
"ENMH","2003","1219","0","4","0"
"ENMH","2004","1225","0","4","0"
"ENMH","2005","1226","0","6","0"
"ENMH","2006","1222","0","5","0"
"ENMH","2007","1224","0","6","0"
"ENMH","2008","1229","0","5","0"
"ENMH","2009","1225","0","5","0"
"ENMH","2010","1225","0","5","0"
"ENMH","2011","1226","0","5","0"
"ENMH","2012","1230","0","5","0"
"ENMH","2013","1219","0","7","0"
"ENMH","2014","1226","0","5","0"
"ENMH","2015","1225","0","5","0"
"ENMH","2016","1233","0","5","0"
"ENMH","2017","1148","0","5","0"
"ENMH","2018","1111","0","3","0"
"ENMH","2019","1123","0","3","0"
"ENML","2003","3034","0","6","0"
"ENML","2004","3014","6","4","1"
"ENML","2005","3095","0","7","0"
"ENML","2006","3394","0","10","0"
"ENML","2007","3324","0","9","0"
"ENML","2008","3000","0","6","0"
"ENML","2009","2899","0","7","0"
"ENML","2010","2785","0","5","0"
"ENML","2011","3019","0","6","0"
"ENML","2012","3211","0","7","0"
"ENML","2013","3338","74","9","3"
"ENML","2014","3455","116","9","2"
"ENML","2015","3415","86","6","2"
"ENML","2016","3312","112","8","2"
"ENML","2017","3127","112","7","2"
"ENML","2018","2870","24","4","1"
"ENML","2019","2819","0","3","0"
"ENMS","2003","2622","0","6","0"
"ENMS","2004","2580","0","6","0"
"ENMS","2005","2578","0","6","0"
"ENMS","2006","2478","0","6","0"
"ENMS","2007","2487","0","6","0"
"ENMS","2008","2498","0","6","0"
"ENMS","2009","2608","0","6","0"
"ENMS","2010","2680","0","6","0"
"ENMS","2011","2684","0","6","0"
"ENMS","2012","2731","0","6","0"
"ENMS","2013","2725","0","6","0"
"ENMS","2014","2736","0","6","0"
"ENMS","2015","2736","0","6","0"
"ENMS","2016","2778","0","8","0"
"ENMS","2017","1954","0","6","0"
"ENMS","2018","1620","0","4","0"
"ENMS","2019","1528","0","3","0"
"ENNA","2003","1115","25","3","1"
"ENNA","2004","1405","0","3","0"
"ENNA","2005","1378","0","2","0"
"ENNA","2006","1322","0","3","0"
"ENNA","2007","1302","0","3","0"
"ENNA","2008","1320","0","3","0"
"ENNA","2009","1264","0","4","0"
"ENNA","2010","1269","0","3","0"
"ENNA","2011","1288","0","2","0"
"ENNA","2012","1340","0","2","0"
"ENNA","2013","1301","0","2","0"
"ENNA","2014","1305","0","3","0"
"ENNA","2015","1300","0","2","0"
"ENNA","2016","1305","0","4","0"
"ENNA","2017","1245","0","3","0"
"ENNA","2018","1000","0","4","0"
"ENNA","2019","971","0","2","0"
"ENNK","2003","1547","0","3","0"
"ENNK","2004","1399","0","1","0"
"ENNK","2005","1152","0","1","0"
"ENNK","2006","1135","0","3","0"
"ENNK","2007","1095","0","3","0"
"ENNK","2008","1150","0","2","0"
"ENNK","2009","1139","0","3","0"
"ENNK","2010","1103","0","3","0"
"ENNK","2011","985","0","3","0"
"ENNK","2012","875","0","1","0"
"ENNK","2013","943","0","1","0"
"ENNK","2014","940","0","1","0"
"ENNK","2015","938","0","1","0"
"ENNK","2016","947","0","1","0"
"ENNK","2017","245","0","1","0"
"ENNM","2003","1389","0","4","0"
"ENNM","2004","1461","0","4","0"
"ENNM","2005","1500","0","4","0"
"ENNM","2006","1451","0","3","0"
"ENNM","2007","1434","0","4","0"
"ENNM","2008","1432","0","3","0"
"ENNM","2009","1419","0","3","0"
"ENNM","2010","1423","0","3","0"
"ENNM","2011","1431","0","4","0"
"ENNM","2012","1492","0","3","0"
"ENNM","2013","1524","0","3","0"
"ENNM","2014","1530","0","3","0"
"ENNM","2015","1528","0","3","0"
"ENNM","2016","1544","0","4","0"
"ENNM","2017","1161","0","4","0"
"ENNM","2018","1367","0","3","0"
"ENNM","2019","1359","0","3","0"
"ENNO","2015","126","0","1","0"
"ENNO","2016","306","0","1","0"
"ENNO","2017","172","0","1","0"
"ENNO","2018","51","0","1","0"
"ENNO","2019","16","0","1","0"
"ENOL","2003","157","0","1","0"
"ENOL","2004","315","0","1","0"
"ENOL","2005","312","0","1","0"
"ENOL","2006","314","0","1","0"
"ENOL","2007","356","0","1","0"
"ENOL","2008","417","0","1","0"
"ENOL","2009","413","0","1","0"
"ENOL","2010","334","0","1","0"
"ENOL","2011","331","0","1","0"
"ENOL","2012","340","0","1","0"
"ENOL","2013","365","0","1","0"
"ENOL","2014","334","0","1","0"
"ENOL","2015","32","0","1","0"
"ENOL","2016","354","0","1","0"
"ENOL","2017","112","0","2","0"
"ENOL","2018","514","0","3","0"
"ENOL","2019","523","0","1","0"
"ENOV","2003","1034","0","3","0"
"ENOV","2004","1178","0","3","0"
"ENOV","2005","1191","0","3","0"
"ENOV","2006","1220","0","4","0"
"ENOV","2007","1259","0","3","0"
"ENOV","2008","1684","0","3","0"
"ENOV","2009","1904","0","3","0"
"ENOV","2010","1982","0","2","0"
"ENOV","2011","2028","0","4","0"
"ENOV","2012","2332","0","5","0"
"ENOV","2013","2446","0","4","0"
"ENOV","2014","2507","0","4","0"
"ENOV","2015","2555","0","5","0"
"ENOV","2016","2193","0","5","0"
"ENOV","2017","2131","0","5","0"
"ENOV","2018","2372","0","5","0"
"ENOV","2019","2211","0","5","0"
"ENRA","2003","3041","0","6","0"
"ENRA","2004","3049","0","6","0"
"ENRA","2005","3066","0","5","0"
"ENRA","2006","3064","0","6","0"
"ENRA","2007","3048","0","6","0"
"ENRA","2008","3058","0","6","0"
"ENRA","2009","3062","0","6","0"
"ENRA","2010","3078","0","7","0"
"ENRA","2011","3086","0","7","0"
"ENRA","2012","3138","0","7","0"
"ENRA","2013","3142","0","5","0"
"ENRA","2014","3150","0","5","0"
"ENRA","2015","3147","0","5","0"
"ENRA","2016","3195","0","5","0"
"ENRA","2017","2640","0","5","0"
"ENRA","2018","2359","0","4","0"
"ENRA","2019","2251","0","3","0"
"ENRO","2003","313","0","1","0"
"ENRO","2004","311","0","1","0"
"ENRO","2005","310","0","1","0"
"ENRO","2006","306","0","2","0"
"ENRO","2007","330","0","2","0"
"ENRO","2008","336","0","3","0"
"ENRO","2009","450","7","3","1"
"ENRO","2010","556","18","1","1"
"ENRO","2011","558","26","1","1"
"ENRO","2012","48","36","2","2"
"ENRO","2013","620","0","1","0"
"ENRO","2014","618","0","1","0"
"ENRO","2015","616","0","1","0"
"ENRO","2016","618","0","1","0"
"ENRO","2017","630","0","1","0"
"ENRO","2018","606","0","1","0"
"ENRO","2019","622","0","1","0"
"ENRS","2003","619","0","3","0"
"ENRS","2004","614","0","1","0"
"ENRS","2005","612","0","1","0"
"ENRS","2006","613","0","1","0"
"ENRS","2007","626","0","1","0"
"ENRS","2008","566","0","5","0"
"ENRS","2009","608","0","4","0"
"ENRS","2010","608","0","3","0"
"ENRS","2011","609","0","3","0"
"ENRS","2012","570","0","2","0"
"ENRS","2013","613","0","3","0"
"ENRS","2014","617","0","2","0"
"ENRS","2015","617","0","2","0"
"ENRS","2016","618","0","2","0"
"ENRS","2017","613","0","2","0"
"ENRS","2018","612","0","3","0"
"ENRS","2019","613","0","2","0"
"ENRY","2008","680","1445","5","21"
"ENRY","2009","1684","1284","4","20"
"ENRY","2010","1845","5355","5","50"
"ENRY","2011","1131","6385","3","46"
"ENRY","2012","4","6411","2","50"
"ENRY","2013","412","7302","4","56"
"ENRY","2014","5","6587","1","51"
"ENRY","2015","0","5468","0","41"
"ENRY","2016","0","4221","0","34"
"ENRY","2017","0","8","0","1"
"ENSB","2003","487","0","2","0"
"ENSB","2004","481","0","3","0"
"ENSB","2005","453","0","2","0"
"ENSB","2006","461","0","4","0"
"ENSB","2007","431","0","2","0"
"ENSB","2008","485","0","4","0"
"ENSB","2009","425","0","3","0"
"ENSB","2010","418","2","2","1"
"ENSB","2011","429","0","2","0"
"ENSB","2012","447","0","2","0"
"ENSB","2013","562","0","3","0"
"ENSB","2014","533","1","3","1"
"ENSB","2015","507","0","3","0"
"ENSB","2016","544","0","3","0"
"ENSB","2017","549","0","3","0"
"ENSB","2018","611","3","3","2"
"ENSB","2019","605","1","3","1"
"ENSD","2003","1025","0","5","0"
"ENSD","2004","1211","0","4","0"
"ENSD","2005","1229","0","3","0"
"ENSD","2006","1240","0","3","0"
"ENSD","2007","1279","0","3","0"
"ENSD","2008","1255","0","4","0"
"ENSD","2009","1237","0","4","0"
"ENSD","2010","646","0","4","0"
"ENSD","2011","1227","0","4","0"
"ENSD","2012","1233","0","4","0"
"ENSD","2013","1203","0","3","0"
"ENSD","2014","1203","0","2","0"
"ENSD","2015","1204","0","2","0"
"ENSD","2016","1238","0","3","0"
"ENSD","2017","1310","0","6","0"
"ENSD","2018","1179","0","4","0"
"ENSD","2019","1178","0","2","0"
"ENSG","2003","2781","0","5","0"
"ENSG","2004","2800","0","5","0"
"ENSG","2005","2785","0","5","0"
"ENSG","2006","2774","0","5","0"
"ENSG","2007","2767","0","5","0"
"ENSG","2008","2773","0","5","0"
"ENSG","2009","2777","0","5","0"
"ENSG","2010","2629","0","5","0"
"ENSG","2011","2787","0","5","0"
"ENSG","2012","2783","0","5","0"
"ENSG","2013","2749","0","4","0"
"ENSG","2014","2758","0","6","0"
"ENSG","2015","2756","0","4","0"
"ENSG","2016","2760","0","5","0"
"ENSG","2017","2707","0","6","0"
"ENSG","2018","2651","0","5","0"
"ENSG","2019","2604","0","5","0"
"ENSH","2003","1990","0","3","0"
"ENSH","2004","2055","0","2","0"
"ENSH","2005","2043","0","4","0"
"ENSH","2006","2050","0","4","0"
"ENSH","2007","2050","0","4","0"
"ENSH","2008","2040","0","3","0"
"ENSH","2009","2054","0","3","0"
"ENSH","2010","2061","0","5","0"
"ENSH","2011","2123","0","5","0"
"ENSH","2012","1848","0","3","0"
"ENSH","2013","1964","0","3","0"
"ENSH","2014","1950","0","3","0"
"ENSH","2015","1945","0","3","0"
"ENSH","2016","1964","0","3","0"
"ENSH","2017","2586","0","6","0"
"ENSH","2018","2496","0","8","0"
"ENSH","2019","1998","0","4","0"
"ENSK","2003","2168","0","4","0"
"ENSK","2004","2712","0","4","0"
"ENSK","2005","2715","0","3","0"
"ENSK","2006","2523","0","4","0"
"ENSK","2007","2568","0","4","0"
"ENSK","2008","2655","0","4","0"
"ENSK","2009","2601","0","4","0"
"ENSK","2010","2620","0","4","0"
"ENSK","2011","2574","0","4","0"
"ENSK","2012","2616","0","4","0"
"ENSK","2013","2552","0","4","0"
"ENSK","2014","2574","0","4","0"
"ENSK","2015","2560","0","4","0"
"ENSK","2016","2593","0","4","0"
"ENSK","2017","3200","0","8","0"
"ENSK","2018","2736","0","8","0"
"ENSK","2019","2189","0","3","0"
"ENSN","2003","231","0","2","0"
"ENSN","2005","566","0","1","0"
"ENSN","2006","76","0","1","0"
"ENSN","2007","1609","116","3","2"
"ENSN","2008","1568","204","2","1"
"ENSN","2009","1605","102","7","2"
"ENSN","2010","1636","0","5","0"
"ENSN","2011","1056","0","6","0"
"ENSN","2012","1029","0","2","0"
"ENSN","2013","779","0","1","0"
"ENSN","2014","773","0","1","0"
"ENSN","2015","284","0","1","0"
"ENSO","2003","937","0","2","0"
"ENSO","2004","774","4","4","1"
"ENSO","2005","653","7","3","1"
"ENSO","2006","681","7","2","1"
"ENSO","2007","595","6","1","1"
"ENSO","2008","406","45","3","2"
"ENSO","2009","521","0","2","0"
"ENSO","2010","535","1","1","1"
"ENSO","2011","524","0","1","0"
"ENSO","2013","383","14","4","1"
"ENSO","2014","739","10","4","1"
"ENSO","2015","754","0","1","0"
"ENSO","2016","537","0","1","0"
"ENSO","2017","512","0","2","0"
"ENSO","2018","641","0","1","0"
"ENSO","2019","639","8","1","1"
"ENSR","2003","909","0","4","0"
"ENSR","2004","915","0","2","0"
"ENSR","2005","920","0","2","0"
"ENSR","2006","915","0","3","0"
"ENSR","2007","919","0","3","0"
"ENSR","2008","925","0","3","0"
"ENSR","2009","919","0","4","0"
"ENSR","2010","922","0","3","0"
"ENSR","2011","921","0","3","0"
"ENSR","2012","922","0","3","0"
"ENSR","2013","1055","0","3","0"
"ENSR","2014","1121","0","2","0"
"ENSR","2015","1124","0","2","0"
"ENSR","2016","1159","0","3","0"
"ENSR","2017","946","0","3","0"
"ENSR","2018","863","0","2","0"
"ENSR","2019","855","0","2","0"
"ENSS","2003","1153","0","5","0"
"ENSS","2004","1234","0","3","0"
"ENSS","2005","1237","0","3","0"
"ENSS","2006","1214","0","3","0"
"ENSS","2007","1224","0","4","0"
"ENSS","2008","1228","0","3","0"
"ENSS","2009","1219","0","3","0"
"ENSS","2010","1223","0","3","0"
