slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
ae-gs-ek-ekyt,AE,GS 08L,GS,TERMINAL,109900,,,,,,083.263,2.75,18,57.095052778,9.837061111,7,EK,EKYT,08L,DK
ae-gs-sa-sabe,AE,GS 13,GS,TERMINAL,109500,,,,,,124.119,3.00,18,-34.556197222,-58.423191667,66,SA,SABE,13,AR
ae-ils-i-ek-ekyt,AE,ILS 08L,ILS-I,TERMINAL,109900,,,,,,83.263,,18,57.096950000,9.883722222,7,EK,EKYT,08L,DK
ae-ils-i-sa-sabe,AE,ILS 13,ILS-I,TERMINAL,109500,,,,,,124.119,,18,-34.565366667,-58.404688889,66,SA,SABE,13,AR
ae-ndb-k2-kaeg,AE,DUDLE (ALBUQUERQUE) NDB,NDB,TERMINAL,351,,,,,,,,25,35.217400000,-106.712800000,,K2,KAEG,,US
ae-vor-ft,AE,ABECHE VOR,VOR,ENROUTE,114500,,,,,2.000,,,130,13.846633333,20.863050000,0,FT,,,TD
aea-vor-dme-li,AEA,ALGHERO VOR/DME,VOR-DME,ENROUTE,111650,53Y,1077000,1140000,0,2.000,,,40,40.638166667,8.291777778,102,LI,,,IT
ael-vor-dme-k3,AEL,ALBERT LEA VOR/DME,VOR-DME,ENROUTE,109800,35X,1059000,996000,0,1.000,,,25,43.681736111,-93.370755556,1252,K3,,,US
aes-ndb-pa,AES,NABESNA (NORTHWAY) NDB,NDB,ENROUTE,390,,,,,,,,50,62.949269444,-141.909780556,,PA,,,US
aex-vortac-k4,AEX,ALEXANDRIA VORTAC,VORTAC,ENROUTE,116100,108X,1132000,1195000,0,3.000,,,130,31.256727778,-92.500975000,80,K4,,,US
afe-dme-pa,AFE,KAKE DME,DME,ENROUTE,114400,91X,1115000,1178000,0,,,,125,56.963916667,-133.911888889,170,PA,,,US
afe-ndb-pa,AFE,KAKE NDB,NDB,ENROUTE,223,,,,,,,,25,56.963916667,-133.911888889,,PA,,,US
afi-vor-dme-eb,AFI,AFFLIGEM VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,0,,,130,50.907777778,4.138888889,283,EB,,,BE
afk-ndb-k3,AFK,NEBRASKA CITY NDB,NDB,ENROUTE,347,,,,,,,,25,40.605361111,-95.860955556,,K3,,,US
afo-ndb-di,AFO,AFIENOU NDB,NDB,ENROUTE,393,,,,,,,,50,5.408333333,-2.916666667,,DI,,,CI
afs-ndb-sb,AFS,AFONSOS (RIO DE JANEIRO) NDB,NDB,ENROUTE,270,,,,,,,,50,-22.867000000,-43.366833333,,SB,,,BR
ag-dme-ils-da-daag,AG,HOUARI BOUMEDIENE DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,36.710150000,3.249166667,131,DA,DAAG,,DZ
ag-gs-da-daag,AG,GS 23,GS,TERMINAL,110300,,,,,,232.731,3.00,18,36.710150000,3.249166667,131,DA,DAAG,23,DZ
ag-ils-iii-da-daag,AG,ILS 23,ILS-III,TERMINAL,110300,,,,,,232.731,,18,36.692211111,3.217516667,131,DA,DAAG,23,DZ
ag-ndb-k7-kags,AG,BUSHE (AUGUSTA) NDB,NDB,TERMINAL,233,,,,,,,,25,33.286886111,-81.946852778,,K7,KAGS,,US
ag-ndb-lf,AG,AGEN NDB,NDB,ENROUTE,400,,,,,,,,15,44.150694444,0.673722222,,LF,,,FR
ag-ndb-ur,AG,AGOY NDB,NDB,ENROUTE,381,,,,,,,,50,44.139444444,39.026666667,,UR,,,RU
ag-ndb-vi,AG,AGRA NDB,NDB,ENROUTE,249,,,,,,,,75,27.150194444,77.965305556,,VI,,,IN
ag-ndb-ws,AG,SEMBAWANG (SINGAPORE) NDB,NDB,ENROUTE,325,,,,,,,,50,1.423333333,103.823333333,,WS,,,SG
agb-ndb-ed,AGB,AUGSBURG NDB,NDB,ENROUTE,318,,,,,,,,25,48.424297222,10.933094444,,ED,,,DE
agc-vor-dme-k6,AGC,ALLEGHENY (PITTSBURGH) VOR/DME,VOR-DME,ENROUTE,110000,37X,1061000,998000,0,-9.000,,,40,40.278644444,-80.040855556,1289,K6,,,US
agd-dme-ed,AGD,ALTENBURG DME,DME,ENROUTE,115300,100X,1124000,1187000,0,,,,40,50.982688889,12.512283333,650,ED,,,DE
agg-ndb-fi,AGG,AGALEGA NDB,NDB,ENROUTE,429,,,,,,,,75,-10.366666667,56.600000000,,FI,,,MU
agg-vor-dme-vi,AGG,AGRA VOR/DME,VOR-DME,ENROUTE,112000,57X,1081000,1018000,0,0,,,130,27.157280556,77.956552778,570,VI,,,IN
agh-vor-dme-lg,AGH,ANCHIALOS VOR/DME,VOR-DME,ENROUTE,110400,41X,1065000,1002000,0,4.000,,,130,39.216222222,22.791925000,76,LG,,,GR
agj-vortac-k4,AGJ,GOOCH SPRINGS VORTAC,VORTAC,ENROUTE,112500,72X,1096000,1159000,0,5.000,,,130,31.185505556,-98.141858333,1191,K4,,,US
agn-vor-dme-lf,AGN,AGEN VOR/DME,VOR-DME,ENROUTE,114800,95X,1119000,1182000,0,0,,,130,43.888027778,0.872861111,896,LF,,,FR
ago-dme-ur,AGO,AGOY DME,DME,ENROUTE,116800,115X,1139000,1202000,0,,,,130,44.138888889,39.025000000,131,UR,,,RU
ago-ndb-lf,AGO,ANGOULEME NDB,NDB,ENROUTE,404,,,,,,,,15,45.710722222,0.426888889,,LF,,,FR
agp-vor-dme-le,AGP,MALAGA VOR/DME,VOR-DME,ENROUTE,117150,118Y,1142000,1079000,0,-1.000,,,40,36.684333333,-4.487333333,98,LE,,,ES
agu-ndb-sl,AGU,MONTEAGUDO NDB,NDB,ENROUTE,305,,,,,,,,50,-19.822777778,-63.961944444,,SL,,,BO
agu-vor-dme-mm,AGU,AGUASCALIENTES VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,6.000,,,150,21.711400000,-102.319047222,6073,MM,,,MX
agv-vor-dme-fa,AGV,AGGENEYS VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,-20.000,,,130,-29.481019444,18.562491667,2648,FA,,,ZA
agv-vor-dme-sv,AGV,ACARIGUA VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,-11.000,,,125,9.552083333,-69.237916667,758,SV,,,VE
agz-ndb-k3,AGZ,WAGNER NDB,NDB,ENROUTE,392,,,,,,,,25,43.063391667,-98.293169444,,K3,,,US
agz-vor-dme-ua,AGZ,AYAGUZ VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,6.000,,,130,47.931111111,80.449722222,2200,UA,,,KZ
ah-ndb-es,AH,ANGELHOLM NDB,NDB,ENROUTE,417,,,,,,,,15,56.266166667,12.900750000,,ES,,,SE
ah-ndb-fm,AH,ANTALAHA NDB,NDB,ENROUTE,321,,,,,,,,50,-14.998916667,50.317916667,,FM,,,MG
ah-ndb-va,AH,AHMEDABAD NDB,NDB,ENROUTE,215,,,,,,,,25,23.141388889,72.699666667,,VA,,,IN
ahc-vor-dme-k2,AHC,AMEDEE (HERLONG) VOR/DME,VOR-DME,ENROUTE,109000,27X,1051000,988000,0,17.000,,,25,40.267863889,-120.151966667,4005,K2,,,US
ahd-dme-ils-ut-utaa,AHD,ASHGABAT DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,37.985694444,58.378444444,700,UT,UTAA,,TM
ahd-gs-ut-utaa,AHD,GS 30R,GS,TERMINAL,108700,,,,,,299.497,3.00,18,37.985694444,58.378444444,692,UT,UTAA,30R,TM
ahd-ils-ii-ut-utaa,AHD,ILS 30R,ILS-II,TERMINAL,108700,,,,,,299.497,,18,38.002861111,58.337166667,692,UT,UTAA,30R,TM
ahn-vor-dme-k7,AHN,ATHENS VOR/DME,VOR-DME,ENROUTE,109600,33X,1057000,994000,0,0,,,40,33.947594444,-83.324758333,793,K7,,,US
aho-tacan-li,AHO,ALGHERO TACAN,TACAN,ENROUTE,109300,30X,1054000,991000,0,2.000,,,40,40.636055556,8.289555556,121,LI,,,IT
ahq-ndb-k3,AHQ,WAHOO NDB,NDB,ENROUTE,400,,,,,,,,25,41.239169444,-96.598361111,,K3,,,US
ahr-dme-zm,AHR,ARVAIKHEER DME,DME,ENROUTE,115600,103X,1127000,1190000,0,,,,40,46.257777778,102.790555556,6004,ZM,,,MN
ahr-vor-dme-oa,AHR,HERAT VOR/DME,VOR-DME,ENROUTE,116200,109X,1133000,1196000,0,4.000,,,40,34.206944444,62.232777778,3323,OA,,,AF
aht-tacan-rj,AHT,ASHIYA TACAN,TACAN,ENROUTE,108600,23X,1047000,984000,0,-8.000,,,130,33.887427778,130.649866667,98,RJ,,,JP
ai-ndb-ag,AI,AUKI NDB,NDB,ENROUTE,360,,,,,,,,50,-8.701388889,160.680833333,,AG,,,SB
ai-ndb-dn,AI,UYO NDB,NDB,ENROUTE,397,,,,,,,,25,4.849027778,8.082194444,,DN,,,NG
ai-ndb-k4-kadm,AI,ADDMO (ARDMORE) NDB,NDB,TERMINAL,400,,,,,,,,25,34.232347222,-96.933108333,,K4,KADM,,US
ai-ndb-k5-kaid,AI,VIDEO (ANDERSON) NDB,NDB,TERMINAL,394,,,,,,,,25,40.069527778,-85.510686111,,K5,KAID,,US
ai-ndb-le,AI,ALICANTE NDB,NDB,ENROUTE,330,,,,,,,,25,38.296166667,-0.660000000,,LE,,,ES
ai-ndb-nc,AI,AITUTAKI NDB,NDB,ENROUTE,320,,,,,,,,50,-18.824800000,-159.773433333,,NC,,,CK
aia-vor-dme-k3,AIA,ALLIANCE VOR/DME,VOR-DME,ENROUTE,111800,55X,1079000,1016000,0,11.000,,,40,42.055630556,-102.804444444,3925,K3,,,US
aik-ndb-k7,AIK,AIKEN NDB,NDB,ENROUTE,347,,,,,,,,25,33.651800000,-81.676972222,,K7,,,US
air-vortac-k5,AIR,BELLAIRE VORTAC,VORTAC,ENROUTE,117100,118X,1142000,1205000,0,-7.000,,,130,40.017025000,-80.817227778,1307,K5,,,US
ait-ndb-k3,AIT,AITKIN NDB,NDB,ENROUTE,397,,,,,,,,25,46.548302778,-93.675436111,,K3,,,US
aix-dme-pa,AIX,NANWAK (MEKORYUK) DME,DME,ENROUTE,112900,76X,1100000,1163000,0,,,,125,60.385150000,-166.214761111,38,PA,,,US
aix-ndb-pa,AIX,NANWAK (MEKORYUK) NDB,NDB,ENROUTE,323,,,,,,,,25,60.385280556,-166.214383333,,PA,,,US
aj-ndb-oi,AJ,AGHAJARI NDB,NDB,ENROUTE,365,,,,,,,,50,30.741250000,49.684083333,,OI,,,IR
aj-ndb-un,AJ,KRASNOYARSK NDB,NDB,ENROUTE,685,,,,,,,,25,56.183472222,92.448944444,,UN,,,RU
aj-ndb-uu,AJ,STARITSA NDB,NDB,ENROUTE,430,,,,,,,,50,56.517500000,34.936388889,,UU,,,RU
aja-ndb-pg,AJA,MOUNT MACAJNA (GUAM) NDB,NDB,ENROUTE,385,,,,,,,,50,13.453527778,144.736933333,,PG,,,GU
ajd-dme-rj,AJD,AWAJI DME,DME,ENROUTE,115600,103X,1127000,1190000,0,,,,130,34.270302778,134.712941667,884,RJ,,,JP
ajf-vortac-oe,AJF,AL JOUF VORTAC,VORTAC,ENROUTE,117800,125X,1149000,1212000,0,4.000,,,130,29.789527778,40.071694444,2200,OE,,,SA
ajo-vor-dme-lf,AJO,AJACCIO VOR/DME,VOR-DME,ENROUTE,114800,95X,1119000,1182000,0,2.000,,,130,41.770527778,8.774666667,2142,LF,,,FR
ajr-vor-dme-oi,AJR,AGHAJARI VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,4.000,,,130,30.744750000,49.680361111,51,OI,,,IR
ak-ndb-dn,AK,AKURE NDB,NDB,ENROUTE,276,,,,,,,,25,7.227113889,5.292177778,,DN,,,NG
ak-ndb-k5-kakr,AK,AKRON NDB,NDB,TERMINAL,362,,,,,,,,25,41.069733333,-81.387366667,,K5,KAKR,,US
ak-ndb-k5,AK,AKRON NDB,NDB,ENROUTE,362,,,,,,,,25,41.069733333,-81.387366667,,K5,,,US
ak-ndb-rj,AK,AKENO NDB,NDB,ENROUTE,380,,,,,,,,50,34.527777778,136.696666667,,RJ,,,JP
akb-vor-dme-ua,AKB,AKTOBE VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,10.000,,,130,50.263416667,57.181888889,700,UA,,,KZ
ake-vor-dme-rj,AKE,AMAKUSA VOR/DME,VOR-DME,ENROUTE,113450,81Y,1105000,1042000,0,-7.000,,,130,32.480236111,130.160966667,351,RJ,,,JP
aki-ndb-wb,AKI,ANDUKI NDB,NDB,ENROUTE,250,,,,,,,,50,4.630250000,114.371722222,,WB,,,BN
aki-tacan-lt,AKI,AKHISAR TACAN,TACAN,ENROUTE,110200,39X,1063000,1000000,0,5.000,,,130,38.819500000,27.827222222,285,LT,,,TR
aki-vor-dme-bi,AKI,AKUREYRI VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,-12.000,,,130,65.759805556,-18.004111111,2100,BI,,,IS
akj-vortac-oe,AKJ,AL KHARJ VORTAC,VORTAC,ENROUTE,117300,120X,1144000,1207000,0,2.000,,,130,24.068333333,47.407500000,1500,OE,,,SA
akn-vortac-pa,AKN,KING SALMON VORTAC,VORTAC,ENROUTE,112800,75X,1099000,1162000,0,16.000,,,130,58.724713889,-156.752347222,95,PA,,,US
ako-vor-dme-k2,AKO,AKRON VOR/DME,VOR-DME,ENROUTE,114400,91X,1115000,1178000,0,13.000,,,130,40.155555556,-103.179713889,4623,K2,,,US
akp-ndb-pa,AKP,ANAKTUVUK PASS NDB,NDB,ENROUTE,348,,,,,,,,75,68.136625000,-151.744227778,,PA,,,US
akq-ndb-k6,AKQ,WAKEFIELD NDB,NDB,ENROUTE,274,,,,,,,,25,36.982819444,-77.000972222,,K6,,,US
akr-tacan-lc,AKR,AKROTIRI TACAN,TACAN,ENROUTE,116000,107X,1131000,1194000,0,5.000,,,40,34.579388889,32.962805556,243,LC,,,CY
aks-vor-dme-zw,AKS,AKSU VOR/DME,VOR-DME,ENROUTE,115100,98X,1122000,1185000,0,4.000,,,130,41.261666667,80.285000000,3888,ZW,,,CN
akt-tacan-rj,AKT,AKENO TACAN,TACAN,ENROUTE,112050,57Y,1081000,1144000,0,-7.000,,,130,34.528527778,136.675166667,20,RJ,,,JP
akt-vor-dme-lg,AKT,PREVEZA VOR/DME,VOR-DME,ENROUTE,110000,37X,1061000,998000,0,4.000,,,40,38.925913889,20.762177778,35,LG,,,GR
akt-vor-dme-ua,AKT,AKTAU VOR/DME,VOR-DME,ENROUTE,113300,80X,1104000,1167000,0,7.000,,,130,43.872305556,51.064416667,100,UA,,,KZ
aku-ndb-ef,AKU,AKUJARVI (IVALO) NDB,NDB,ENROUTE,432,,,,,,,,15,68.678388889,27.614627778,,EF,,,FI
akw-dme-pa,AKW,KLAWOCK DME,DME,ENROUTE,115800,105X,1129000,1192000,0,,,,130,55.568416667,-133.080947222,30,PA,,,US
akw-ndb-pa,AKW,KLAWOCK NDB,NDB,ENROUTE,229,,,,,,,,50,55.568622222,-133.081397222,,PA,,,US
akw-vor-dme-dn,AKW,UYO VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,-2.000,,,130,4.895277778,8.104944444,201,DN,,,NG
al-dme-ils-da-daag,AL,HOUARI BOUMEDIENE DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,36.690133333,3.206547222,82,DA,DAAG,,DZ
al-gs-da-daag,AL,GS 27,GS,TERMINAL,109500,,,,,,271.695,3.00,18,36.690133333,3.206547222,82,DA,DAAG,27,DZ
al-ils-i-da-daag,AL,ILS 27,ILS-I,TERMINAL,109500,,,,,,271.695,,18,36.692152778,3.167177778,82,DA,DAAG,27,DZ
al-ndb-dg,AL,ACCRA NDB,NDB,ENROUTE,258,,,,,,,,25,5.569177778,-0.181780556,,DG,,,GH
al-ndb-k1-kalw,AL,TRINA (WALLA WALLA) NDB,NDB,TERMINAL,353,,,,,,,,25,46.175566667,-118.196358333,,K1,KALW,,US
al-ndb-k6,AL,HAWKY (ALBANY) NDB,NDB,ENROUTE,219,,,,,,,,25,42.817305556,-73.808500000,,K6,,,US
al-ndb-le-lesa,AL,MATACAN (SALAMANCA) NDB,NDB,TERMINAL,359,,,,,,,,15,41.030861111,-5.446944444,,LE,LESA,,ES
al-ndb-nf,AL,MALOLO (NADI) NDB,NDB,ENROUTE,385,,,,,,,,25,-17.825555556,177.386944444,,NF,,,FJ
al-ndb-un,AL,BAYKIT NDB,NDB,ENROUTE,470,,,,,,,,50,61.700833333,96.475833333,,UN,,,RU
al-ndb-uu-uubi,AL,YUZHNY (IVANOVO) NDB,NDB,TERMINAL,326,,,,,,,,15,56.967638889,40.855972222,,UU,UUBI,,RU
al-ndb-uu,AL,ALGASOVO NDB,NDB,ENROUTE,694,,,,,,,,50,53.680277778,41.679722222,,UU,,,RU
al-ndb-wi,AL,HALIM PERDANAKUSUMA (JAKARTA) NDB,NDB,ENROUTE,215,,,,,,,,50,-6.193961111,107.040025000,,WI,,,ID
al-ndb-zj,AL,SANYA NDB,NDB,ENROUTE,205,,,,,,,,15,18.315497222,109.506588889,,ZJ,,,CN
ala-ndb-en,ALA,ALTA NDB,NDB,ENROUTE,358,,,,,,,,50,69.992288889,23.293161111,,EN,,,NO
alb-ndb-le,ALB,ALBORAN NDB,NDB,ENROUTE,519,,,,,,,,50,35.938055556,-3.035277778,,LE,,,ES
alb-vor-dme-li,ALB,ALBENGA VOR/DME,VOR-DME,ENROUTE,116950,116Y,1140000,1077000,0,1.000,,,130,44.048166667,8.127611111,144,LI,,,IT
alb-vor-dme-om,ALB,AL BATEEN (ABU DHABI) VOR/DME,VOR-DME,ENROUTE,114000,87X,1111000,1174000,0,2.000,,,40,24.438688889,54.446319444,45,OM,,,AE
alb-vortac-k6,ALB,ALBANY VORTAC,VORTAC,ENROUTE,115300,100X,1124000,1187000,0,-13.000,,,40,42.747280556,-73.803186111,272,K6,,,US
alc-ndb-sb,ALC,ALCANTARA NDB,NDB,ENROUTE,230,,,,,,,,50,-2.381500000,-44.399333333,,SB,,,BR
alc-vor-dme-sl,ALC,ALCANTARI VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,-10.100,,,130,-19.267777778,-65.143055556,10233,SL,,,BO
ald-dme-ed,ALD,ALLGAU (MEMMINGEN/ALLGAU) DME,DME,ENROUTE,117200,119X,1143000,1206000,0,,,,25,47.988700000,10.231230556,2145,ED,,,DE
ald-ndb-eg,ALD,ALDERNEY NDB,NDB,ENROUTE,383,,,,,,,,25,49.708869444,-2.199772222,,EG,,,GG
ald-vor-k7,ALD,ALLENDALE VOR,VOR,ENROUTE,116700,,,,,-1.000,,,40,33.012494444,-81.292233333,0,K7,,,US
ald-vortac-ot,ALD,AL UDEID VORTAC,VORTAC,ENROUTE,115200,99X,1123000,1186000,0,2.000,,,130,25.092761111,51.325866667,105,OT,,,QA
ale-ndb-os,ALE,ALEPPO NDB,NDB,ENROUTE,396,,,,,,,,25,36.185997222,37.223297222,,OS,,,SY
ale-vor-dme-os,ALE,ALEPPO VOR/DME,VOR-DME,ENROUTE,114500,92X,1116000,1179000,0,3.000,,,130,36.179683333,37.209377778,1276,OS,,,SY
alf-dme-ed,ALF,ALSTER DME,DME,ENROUTE,115800,105X,1129000,1192000,0,,,,40,53.635294444,9.994158333,66,ED,,,DE
alg-ndb-ed,ALG,ALLGAEU (MEMMINGEN) NDB,NDB,ENROUTE,341,,,,,,,,50,47.997380556,10.262188889,,ED,,,DE
alg-ndb-sg-sges,ALG,CIUDAD DEL ESTE NDB,NDB,TERMINAL,293,,,,,,,,50,-25.368055556,-54.761666667,,SG,SGES,,PY
alg-vortac-li,ALG,ALGHERO VORTAC,VORTAC,ENROUTE,113800,85X,1109000,1172000,0,2.000,,,130,40.628138889,8.243888889,1453,LI,,,IT
alh-vor-dme-ve,ALH,PRAYAGRAJ VOR/DME,VOR-DME,ENROUTE,113300,80X,1104000,1167000,0,0,,,40,25.443222222,81.724316667,348,VE,,,IN
ali-ndb-he,ALI,CAIRO NDB,NDB,ENROUTE,310,,,,,,,,25,30.166944444,31.385000000,,HE,,,EG
ali-ndb-or,ALI,AL-ASHRAF (AL NAJAF) NDB,NDB,ENROUTE,275,,,,,,,,25,31.993750000,44.399833333,,OR,,,IQ
ali-vor-dme-or,ALI,AL-ASHRAF (AL NAJAF) VOR/DME,VOR-DME,ENROUTE,114700,94X,1118000,1181000,0,4.000,,,40,31.986083333,44.409055556,100,OR,,,IQ
ali-vor-dme-vi,ALI,ALIGARH VOR/DME,VOR-DME,ENROUTE,117900,126X,1150000,1213000,0,1.000,,,130,27.829305556,78.178333333,663,VI,,,IN
ali-vor-k4,ALI,ALICE VOR,VOR,ENROUTE,114500,,,,,6.000,,,40,27.739800000,-98.021341667,0,K4,,,US
alj-ndb-pa,ALJ,ORCA BAY (HINCHINBROOK) NDB,NDB,ENROUTE,233,,,,,,,,50,60.479822222,-146.587430556,,PA,,,US
alm-ndb-lf,ALM,AIX LES MILLES NDB,NDB,ENROUTE,413,,,,,,,,15,43.507777778,5.366861111,,LF,,,FR
alm-vor-dme-gm,ALM,AL HOCEIMA VOR/DME,VOR-DME,ENROUTE,115000,97X,1121000,1184000,0,-1.000,,,130,35.191083333,-3.841722222,46,GM,,,MA
aln-vor-dme-om,ALN,AL AIN VOR/DME,VOR-DME,ENROUTE,112600,73X,1097000,1160000,0,2.000,,,130,24.259750000,55.606361111,842,OM,,,AE
alo-vor-dme-k3,ALO,WATERLOO VOR/DME,VOR-DME,ENROUTE,112200,59X,1083000,1020000,0,0,,,40,42.556497222,-92.398925000,866,K3,,,US
alp-ndb-k6,ALP,ALPINE (ELMIRA) NDB,NDB,ENROUTE,245,,,,,,,,25,42.238697222,-76.764050000,,K6,,,US
alp-ndb-lg,ALP,ALEXANDROUPOLIS NDB,NDB,ENROUTE,351,,,,,,,,15,40.855833333,25.940869444,,LG,,,GR
alr-vor-dme-da,ALR,DAR EL BEIDA VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,0,1.000,,,130,36.690997222,3.215480556,118,DA,,,DZ
alr-vor-dme-sb,ALR,ALCANTARA VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,-21.000,,,150,-2.371486111,-44.397097222,168,SB,,,BR
als-ndb-gm,ALS,AL-MASSIRA (AGADIR) NDB,NDB,ENROUTE,396,,,,,,,,25,30.320361111,-9.319527778,,GM,,,MA
als-vor-ek,ALS,ALSIE VOR,VOR,ENROUTE,114700,,,,,2.000,,,130,54.905413889,9.993377778,0,EK,,,DK
als-vortac-k2,ALS,ALAMOSA VORTAC,VORTAC,ENROUTE,113900,86X,1110000,1173000,0,13.000,,,130,37.349158333,-105.815533333,7535,K2,,,US
alt-tacan-ro,ALT,AMAMI TACAN,TACAN,ENROUTE,115500,102X,1126000,1189000,0,-5.000,,,130,28.443472222,129.583400000,996,RO,,,JP
alt-vor-dme-le,ALT,ALTET VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,0,,,130,38.268277778,-0.570111111,197,LE,,,ES
alu-ndb-gm,ALU,AL HOCEIMA NDB,NDB,ENROUTE,401,,,,,,,,50,35.181166667,-3.844558333,,GM,,,MA
alw-vor-dme-k1,ALW,WALLA WALLA VOR/DME,VOR-DME,ENROUTE,116400,111X,1135000,1198000,0,20.000,,,40,46.086977778,-118.292536111,1179,K1,,,US
alx-vor-dme-lg,ALX,ALEXANDROUPOLIS VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,5.000,,,130,40.853936111,25.956733333,42,LG,,,GR
am-dme-ils-lf-lfbu,AM,BRIE CHAMPNIERS DME-ILS,DME-ILS,TERMINAL,109350,30Y,1054000,1117000,0,,,,25,45.729861111,0.226305556,467,LF,LFBU,,FR
am-gs-lf-lfbu,AM,GS 28,GS,TERMINAL,109350,,,,,,276.956,3.00,18,45.729861111,0.226333333,412,LF,LFBU,28,FR
am-ils-i-lf-lfbu,AM,ILS 28,ILS-I,TERMINAL,109350,,,,,,276.956,,18,45.730638889,0.205305556,412,LF,LFBU,28,FR
am-ndb-ha-haam,AM,ARBA MINCH NDB,NDB,TERMINAL,275,,,,,,,,50,6.057691667,37.602350000,,HA,HAAM,,ET
am-ndb-k4,AM,PANDE (AMARILLO) NDB,NDB,ENROUTE,251,,,,,,,,50,35.146463889,-101.805547222,,K4,,,US
am-ndb-le,AM,ALMERIA NDB,NDB,ENROUTE,284,,,,,,,,15,36.875833333,-2.239916667,,LE,,,ES
am-ndb-us-usrr,AM,SURGUT NDB,NDB,TERMINAL,325,,,,,,,,15,61.344166667,73.504861111,,US,USRR,,RU
am-ndb-uw-uwkd,AM,KAZAN NDB,NDB,TERMINAL,475,,,,,,,,25,55.622805556,49.236055556,,UW,UWKD,,RU
am-ndb-vv,AM,GIALAM (HANOI) NDB,NDB,ENROUTE,294,,,,,,,,50,20.988758333,105.861386111,,VV,,,VN
amb-ndb-lf,AMB,AMBOISE NDB,NDB,ENROUTE,341,,,,,,,,50,47.418166667,1.041000000,,LF,,,FR
amb-ndb-se,AMB,AMBATO NDB,NDB,ENROUTE,360,,,,,,,,50,-1.213333333,-78.576666667,,SE,,,EC
amb-tacan-yb,AMB,AMBERLEY TACAN,TACAN,ENROUTE,114700,94X,1118000,1181000,0,11.000,,,130,-27.641527778,152.716055556,128,YB,,,AU
amb-vor-dme-lf,AMB,AMBOISE VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,-2.000,,,130,47.428916667,1.064444444,387,LF,,,FR
amb-vor-dme-sc,AMB,SANTIAGO VOR/DME,VOR-DME,ENROUTE,116100,108X,1132000,1195000,0,1.000,,,125,-33.419722222,-70.784444444,1558,SC,,,CL
amd-dme-ils-ot-otbd,AMD,DOHA INTL DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0,,,,25,25.271652778,51.561713889,91,OT,OTBD,,QA
amd-gs-ot-otbd,AMD,GS 15,GS,TERMINAL,108500,,,,,,158.150,3.50,18,25.271650000,51.561697222,91,OT,OTBD,15,QA
amd-ils-i-ot-otbd,AMD,ILS 15,ILS-I,TERMINAL,108500,,,,,,158.150,,18,25.238675000,51.574963889,91,OT,OTBD,15,QA
ame-vor-dme-ro,AME,KASARI (AMAMI) VOR/DME,VOR-DME,ENROUTE,113950,86Y,1110000,1047000,0,-6.000,,,130,28.434716667,129.711408333,43,RO,,,JP
amf-ndb-pa,AMF,AMBLER NDB,NDB,ENROUTE,403,,,,,,,,50,67.105241667,-157.860150000,,PA,,,US
amg-vortac-k7,AMG,ALMA VORTAC,VORTAC,ENROUTE,115100,98X,1122000,1185000,0,0,,,130,31.536555556,-82.508088889,194,K7,,,US
ami-vortac-ee,AMI,AMARI VORTAC,VORTAC,ENROUTE,116500,112X,1136000,1199000,0,8.000,,,130,59.267166667,24.246805556,100,EE,,,EE
aml-ndb-gm,AML,AL-MASSIRA (AGADIR) NDB,NDB,ENROUTE,402,,,,,,,,25,30.323611111,-9.454638889,,GM,,,MA
aml-ndb-lg,AML,AMALIAS NDB,NDB,ENROUTE,367,,,,,,,,75,37.775833333,21.347222222,,LG,,,GR
aml-tacan-lg,AML,ANDRAVIDA TACAN,TACAN,ENROUTE,133400,61X,1085000,1022000,0,4.000,,,130,37.930000000,21.284666667,55,LG,,,GR
