airport,length,width,le_name,le_latitude,le_longitude,le_elevation,le_heading,le_displaced_threshold,he_name,he_latitude,he_longitude,he_elevation,he_heading,he_displaced_threshold,surface,lighted,active
KLYO,2999,50,17R,38.3455,-98.2286,1691,180,,35L,38.3373,-98.2285,1680,360,,ASP,1,1
KLZU,6000,100,07,33.9744,-83.9712,1061,64,,25,33.9817,-83.9535,1031,244,,ASP,1,1
KMAE,3702,150,07,36.9834,-120.119,244,90,,25,36.9834,-120.107,253,270,,ASP,0,1
KMAE,5545,150,12,36.994,-120.119,249,135,,30,36.9832,-120.106,253,315,,ASP,1,1
KMAF,4605,75,04,31.9317,-102.204,2850,53.7,,22,31.9392,-102.192,2853,233.7,,ASP,1,1
KMAF,8302,150,10,31.9476,-102.216,2868,113.6,,28,31.9385,-102.192,2853,293.6,692,ASP,1,1
KMAF,4339,100,16L,31.9465,-102.197,2863,177,,34R,31.9346,-102.197,2846,357,,ASP,1,1
KMAF,9501,150,16R,31.9594,-102.206,2871,175,,34L,31.9334,-102.203,2850,355,,ASP,1,1
KMAW,5001,150,04,36.6005,-89.9976,292,45.6,,22,36.6101,-89.9854,294,225.6,,ASP,0,1
KMAW,4999,80,14,36.6008,-89.9976,292,136,,32,36.5909,-89.9857,291,316,,ASP,1,1
KMAW,5011,100,18,36.6074,-89.9934,294,180.6,,36,36.5937,-89.9936,292,0.6,,ASP,1,1
KMBG,4411,75,12,45.5501,-100.415,1702,126.8,,30,45.5429,-100.401,1699,306.8,,ASP,1,1
KMBG,2400,250,17,45.5494,-100.403,1715,180,,35,45.5428,-100.403,1691,360,,GRS,0,1
KMBL,5502,100,09,44.2728,-86.2548,616,91,,27,44.2724,-86.2338,621,271,,ASP,1,1
KMBL,2720,75,18,44.2759,-86.2519,618,181,,36,44.2684,-86.2522,621,1,,ASP,1,1
KMBS,8002,150,05,43.5268,-84.0892,666,45.5,,23,43.5422,-84.0676,650,225.5,,ASP,1,1
KMBS,6400,150,14,43.5372,-84.0895,668,135.7,,32,43.5247,-84.0726,660,315.7,,ASP,1,1
KMBY,3350,60,05,39.462,-92.4325,867,53,,23,39.4675,-92.423,860,233,,ASP,1,1
KMBY,4270,100,13,39.4669,-92.4323,862,130,,31,39.4594,-92.4206,864,310,,ASP,1,1
KMCB,5000,100,15,31.1847,-90.4752,413,156,,33,31.1722,-90.4686,389,336,,ASP,1,1
KMCC,10600,200,16,38.6822,-121.401,75,179.7,,34,38.6531,-121.401,70,359.7,,CON,1,1
KMCD,3501,75,08,45.8637,-84.644,725,75.3,,26,45.8662,-84.6307,738,255.3,,ASP,1,1
KMCE,5903,150,12,37.2908,-120.521,155,138.6,,30,37.2787,-120.507,155,318.6,,ASP,1,1
KMCF,11421,151,04,27.8374,-82.5327,8,40.5,,22,27.8613,-82.5097,14,220.5,,ASP,1,1
KMCI,10801,150,01L,39.2933,-94.7293,1011,12.9,,19R,39.3222,-94.7208,977,192.9,,CON,1,1
KMCI,9500,150,01R,39.2815,-94.709,1016,12.9,,19L,39.3069,-94.7015,978,192.9,,CON,1,1
KMCI,9500,150,09,39.2909,-94.7266,1014,96.1,,27,39.2881,-94.6932,1026,276.1,,ASP,1,1
KMCK,4000,75,04,40.2028,-100.6,2563,46,,22,40.2104,-100.589,2556,226,,CON,0,1
KMCK,6449,100,12,40.2125,-100.599,2583,131.5,,30,40.2008,-100.582,2546,311.5,750,CON,1,1
KMCK,1350,160,17,40.2055,-100.592,2558,181.5,,35,40.2018,-100.592,2560,1.5,,GRS,0,1
KMCN,6501,150,05,32.686,-83.6606,331,48,,23,32.698,-83.6449,354,228,,ASP,1,1
KMCN,5001,150,13,32.6984,-83.6508,354,130,,31,32.6895,-83.6383,346,310,,ASP,1,1
KMCO,9000,150,17L,28.4437,-81.2826,90,179.5,,35R,28.4189,-81.2823,90,359.5,,ASP,1,1
KMCO,10000,150,17R,28.4356,-81.2959,90,179,,35L,28.4081,-81.2956,87,359,,CON,1,1
KMCO,12005,200,18L,28.4483,-81.3223,93,179,,36R,28.4153,-81.322,91,359,,PEM,1,1
KMCO,12004,200,18R,28.4483,-81.327,93,179,,36L,28.4153,-81.3266,91,359,,CON,1,1
KMCW,5502,150,12,43.1598,-93.3439,1209,124.9,,30,43.1512,-93.327,1193,304.9,,ASP,1,1
KMCW,6501,150,18,43.1686,-93.3277,1213,179.9,,36,43.1508,-93.3277,1193,359.9,,ASP,1,1
KMDD,5022,75,07,32.0373,-102.109,2803,75,,25,32.0409,-102.093,2790,255,,ASP,1,1
KMDD,3977,75,16,32.0385,-102.103,2800,164.9,,34,32.028,-102.099,2797,344.9,,ASP,1,1
KMDF,3500,50,17,36.4896,-99.1942,1970,180.1,,35,36.48,-99.1942,1966,0.1,,ASP,1,1
KMDH,4164,100,06,37.7755,-89.2588,411,60.6,,24,37.7811,-89.2462,405,240.6,,ASP,1,1
KMDH,6506,100,18L,37.7905,-89.2479,404,181.2,,36R,37.7727,-89.2484,400,1.2,,ASP,1,1
KMDH,3498,60,18R,37.7797,-89.2585,405,181.2,,36L,37.7701,-89.2587,410,1.2,,ASP,1,1
KMDT,10001,200,13,40.1994,-76.7786,308,116.8,993,31,40.187,-76.7466,308,296.8,994,ASP,1,1
KMDW,5507,150,04L,41.7814,-87.7612,617,43,758,22R,41.7923,-87.7473,606,223,878,ASP,1,1
KMDW,6446,150,04R,41.7792,-87.7593,619,43,518,22L,41.792,-87.7431,606,223,634,PEM,1,1
KMDW,6522,150,13C,41.7916,-87.7611,608,134,463,31C,41.7792,-87.7437,612,314,696,CON,1,1
KMDW,5141,150,13L,41.7923,-87.7579,606,134,752,31R,41.7826,-87.7443,608,314,,ASP,1,1
KMDW,3859,60,13R,41.7881,-87.7588,607,134,,31L,41.7808,-87.7486,613,314,,CON,1,1
KMEI,10003,150,01,32.3177,-88.7564,287,9,1000,19,32.3448,-88.7512,293,189,1000,ASP,1,1
KMEI,4599,150,04,32.331,-88.7529,290,44,,22,32.3401,-88.7425,297,224,,ASP,1,1
KMEM,8946,150,09,35.0586,-89.9857,253,92,,27,35.0578,-89.9559,292,272,,ASP,1,1
KMEM,11120,150,18C,35.0546,-89.9762,271,179,,36C,35.0241,-89.9755,341,359,,CON,1,1
KMEM,9000,150,18L,35.0488,-89.973,278,179,,36R,35.0241,-89.9724,335,359,,CON,1,1
KMEM,9320,150,18R,35.0495,-89.9874,288,179,,36L,35.0239,-89.9869,321,359,,CON,1,1
KMER,11802,150,13,37.3931,-120.581,188,141,,31,37.3679,-120.555,178,321,,PEM,1,1
KMEV,5300,75,12,39.0055,-119.759,4700,135,,30,38.9952,-119.745,4722,315,,ASP,0,1
KMEV,7400,100,16,39.0115,-119.752,4708,180,,34,38.9912,-119.752,4717,360,,ASP,1,1
KMFD,6795,150,05,40.8115,-82.5248,1287,46.9,,23,40.8243,-82.5069,1276,226.9,,ASP,1,1
KMFD,9001,150,14,40.8331,-82.5283,1245,136.9,,32,40.815,-82.5061,1290,316.9,,ASP,1,1
KMFE,7120,150,13,26.1829,-98.2463,107,140.6,137,31,26.1678,-98.2325,102,320.6,,ASP,1,1
KMFE,2638,60,18,26.1807,-98.2357,104,188.7,,36,26.1735,-98.237,96,8.7,,ASP,1,1
KMFI,3600,100,04,44.632,-90.1925,1252,46.9,,22,44.6388,-90.1824,1248,226.9,,ASP,1,1
KMFI,5000,100,16,44.6443,-90.1941,1277,158.6,,34,44.6316,-90.1871,1254,338.6,,ASP,1,1
KMFR,3136,100,09,42.3739,-122.879,1308,113,,27,42.3705,-122.869,1320,293,,ASP,1,1
KMFR,8800,150,14,42.3862,-122.879,1298,159,,32,42.3637,-122.867,1335,339,,ASP,1,1
KMFV,5004,100,03,37.6406,-75.7644,46,23,,21,37.6532,-75.7577,47,203,,ASP,1,1
KMGC,4100,75,02,41.698,-86.8239,655,20,360,20,41.7086,-86.8186,642,200,183,ASP,1,1
KMGE,10000,300,11,33.9191,-84.5322,1068,106.2,,29,33.9114,-84.5005,989,286.2,,CON,1,1
KMGJ,5006,100,03,41.5058,-74.2691,351,16,292,21,41.519,-74.2639,351,196,,,1,1
KMGJ,3672,100,08,41.5072,-74.2677,352,66.5,,26,41.5112,-74.2553,362,246.5,315,,1,1
KMGM,4010,150,03,32.295,-86.3941,221,33,,21,32.3042,-86.3871,186,213,,ASP,1,1
KMGM,9010,150,10,32.3024,-86.41,219,96,,28,32.2998,-86.381,195,276,,ASP,1,1
KMGR,5129,100,04,31.0805,-83.8095,269,39,,22,31.0915,-83.7992,294,219,,ASP,1,1
KMGR,3878,75,16,31.0885,-83.804,288,159.3,260,34,31.0785,-83.7996,270,339.3,,ASP,0,1
KMGW,2769,75,05,39.6389,-79.9175,1241,44.9,,23,39.6443,-79.9105,1241,224.9,,ASP,1,1
KMGW,5199,150,18,39.6507,-79.9188,1236,172.4,,36,39.6365,-79.9163,1244,352.4,,ASP,1,1
KMGY,5000,100,02,39.5826,-84.2282,936,22,,20,39.5953,-84.2215,955,202,590,ASP,1,1
KMHE,6700,100,12,43.7809,-98.0515,1296,134.4,,30,43.7681,-98.0334,1303,314.4,,ASP,1,1
KMHE,5512,100,17,43.7828,-98.034,1283,179.6,,35,43.7676,-98.0339,1303,359.6,,ASP,1,1
KMHK,7000,150,03,39.1324,-96.6793,1054,40,,21,39.1471,-96.6635,1043,220,,CON,1,1
KMHK,3800,100,13,39.1473,-96.6739,1057,142,,31,39.139,-96.6657,1044,322,,PEM,1,1
KMHL,3320,150,09,39.0966,-93.2129,,95,,27,39.0957,-93.2005,,275,,GRE,0,1
KMHL,4701,75,18,39.1019,-93.2003,770,181,200,36,39.089,-93.2006,778,1,,ASP,1,1
KMHR,6040,150,04L,38.553,-121.305,78,54.2,,22R,38.5627,-121.288,95,234.2,,ASP,0,1
KMHR,11301,150,04R,38.5447,-121.314,75,53.6,,22L,38.5631,-121.282,96,233.6,,CON,1,1
KMHT,6850,150,06,42.9289,-71.4483,220,42,,24,42.9428,-71.431,238,222,,ASP,1,1
KMHT,9250,150,17,42.9418,-71.4396,218,157,336,35,42.9185,-71.4258,265,337,850,ASP,1,1
KMHV,4743,50,04,35.0596,-118.164,2778,52,,22,35.0677,-118.152,2779,232,800,ASP,0,1
KMHV,7050,100,08,35.0592,-118.166,2777,90,,26,35.0592,-118.143,2751,270,,ASP,1,1
KMHV,9502,200,12,35.0672,-118.158,2791,135,,30,35.0487,-118.136,2693,315,,PEM,1,1
KMIA,8600,150,08L,25.8029,-80.3015,8,87.4,,26R,25.804,-80.2754,8,267.4,,ASP,1,1
KMIA,10506,200,08R,25.8007,-80.3014,8,87,,26L,25.802,-80.2695,8,267,,ASP,1,1
KMIA,13000,150,09,25.7861,-80.3148,7,87,1350,27,25.7877,-80.2754,8,267,1270,ASP,1,1
KMIA,9354,150,12,25.7993,-80.3023,8,119,,30,25.7866,-80.2775,8,299,939,ASP,1,1
KMIB,13197,300,11,48.4262,-101.38,1668,125,,29,48.4054,-101.336,1648,305,,CON,1,1
KMIC,2499,75,06L,45.0613,-93.3588,869,53,390,24R,45.0654,-93.351,866,233,389,ASP,1,1
KMIC,2122,202,06R,45.0609,-93.3577,869,53,,24L,45.0644,-93.3511,868,233,,GRS,0,1
KMIC,3263,75,14L,45.065,-93.3569,868,142,,32R,45.058,-93.349,866,322,,ASP,1,1
KMIC,3266,75,14R,45.0645,-93.3578,868,142,,32L,45.0575,-93.3499,866,322,,ASP,0,1
KMIE,4998,100,02,40.2357,-85.3983,937,15.8,,20,40.249,-85.3934,934,195.8,,ASP,1,1
KMIE,6500,150,14,40.2487,-85.4059,929,136,,32,40.2358,-85.3898,936,316,,ASP,1,1
KMIV,6002,150,10,39.367,-75.0824,74,90,,28,39.367,-75.0612,85,270,,ASP,1,1
KMIV,5057,150,14,39.3736,-75.079,81,135.1,,32,39.3638,-75.0664,82,315.1,,CON,1,1
KMIW,5006,100,12,42.117,-92.924,974,127.2,,30,42.1087,-92.9093,971,307.2,,ASP,1,1
KMIW,2806,50,18,42.1163,-92.9195,971,183.5,,36,42.1086,-92.9201,968,3.5,,ASP,1,1
KMJQ,2250,300,04,43.6472,-94.9888,,48,,22,43.6513,-94.9825,,228,,GRS,0,1
KMJQ,3591,75,13,43.6542,-94.9916,1431,139,,31,43.6469,-94.9826,1445,319,,ASP,1,1
KMJX,5949,100,06,39.9222,-74.3005,77,49.7,,24,39.9328,-74.2843,76,229.7,,ASP,1,1
KMJX,3599,75,14,39.9267,-74.3058,86,128,,32,39.9206,-74.2957,76,308,,ASP,0,1
KMKC,7002,150,01,39.115,-94.5953,748,12.7,,19,39.1337,-94.5899,757,192.7,200,CON,1,1
KMKC,5050,150,03,39.1163,-94.5985,743,38.4,500,21,39.1272,-94.5874,743,218.4,699,ASP,1,1
KMKE,9690,200,01L,42.9313,-87.8975,704,7,,19R,42.9577,-87.893,671,187,785,PEM,1,1
KMKE,4183,150,01R,42.9394,-87.8924,677,7.2,,19L,42.9508,-87.8904,670,187.2,,ASP,1,1
KMKE,4800,100,07L,42.9527,-87.9053,672,71,,25R,42.9569,-87.8883,674,251,,ASP,1,1
KMKE,8012,150,07R,42.9395,-87.9158,723,72,,25L,42.9465,-87.8874,670,252,683,PEM,1,1
KMKE,5868,150,13,42.9581,-87.9034,670,132,741,31,42.9473,-87.8872,669,312,534,ASP,1,1
KMKG,6501,150,06,43.1616,-86.2509,622,56.4,,24,43.1715,-86.2306,627,236.4,,ASP,1,1
KMKG,5001,150,14,43.1769,-86.2399,627,137.4,290,32,43.1668,-86.2272,625,317.4,,ASP,1,1
KMKL,6006,150,02,35.5905,-88.9197,433,22.2,,20,35.6057,-88.9121,411,202.2,,ASP,1,1
KMKL,3539,100,11,35.6048,-88.9206,407,112.3,,29,35.6011,-88.9096,416,292.3,,ASP,1,1
KMKO,4500,75,04,35.657,-95.3711,611,46.6,,22,35.6655,-95.3601,596,226.6,,ASP,0,1
KMKO,7201,150,13,35.6607,-95.3667,607,136.6,,31,35.6464,-95.35,580,316.6,,CON,1,1
KMKO,1900,60,18,35.6659,-95.3625,,180,,36,35.6607,-95.3625,,360,,ASP,0,1
KMKT,3999,75,04,44.2154,-93.925,1007,47.2,,22,44.2228,-93.9138,1019,227.2,,ASP,1,1
KMKT,5400,100,15,44.2302,-93.9227,1019,154.6,,33,44.2169,-93.9139,1020,334.7,,ASP,1,1
KMLB,3001,75,05,28.0959,-80.6374,25,42,,23,28.102,-80.6311,21,222,,ASP,1,1
KMLB,6000,150,09L,28.1054,-80.6599,31,87,,27R,28.1063,-80.6413,26,267,,ASP,1,1
KMLB,10181,150,09R,28.1013,-80.6611,32,87,,27L,28.1028,-80.6296,22,267,700,ASP,1,1
KMLC,5602,100,02,34.8752,-95.7867,741,20,,20,34.8896,-95.7802,770,200,,CON,0,1
KMLD,4950,60,16,42.1733,-112.297,4503,180,150,34,42.1597,-112.297,4473,360,210,ASP,1,1
KMLF,5000,75,16,38.4334,-113.013,5023,180,,34,38.4197,-113.013,5039,360,,ASP,1,1
KMLI,4509,150,05,41.4432,-90.5132,578,49,,23,41.4515,-90.5009,586,229,,ASP,1,1
KMLI,10002,150,09,41.4491,-90.527,578,90.9,,27,41.4486,-90.4906,574,270.9,,PEM,1,1
KMLI,7001,150,13,41.455,-90.5154,585,128.2,,31,41.443,-90.4952,580,308.2,222,PEM,1,1
KMLJ,5500,100,10,33.1543,-83.2503,384,91,,28,33.154,-83.2324,352,271,,ASP,1,1
KMLS,5680,75,04,46.4217,-105.897,2629,52,,22,46.4313,-105.879,2626,232,,ASP,1,1
KMLS,5624,100,12,46.4349,-105.893,2630,135,,30,46.424,-105.877,2626,315,,ASP,1,1
KMLT,4713,100,11,45.6494,-68.6928,401,90.4,,29,45.6493,-68.6744,395,270.4,,ASP,1,1
KMLT,4008,150,16,45.6502,-68.693,400,139,,34,45.6419,-68.6827,380,319,,ASP,0,1
KMLU,7507,150,04,32.5037,-92.0455,76,45,,22,32.5183,-92.0283,75,225,,PEM,1,1
KMLU,5000,150,14,32.5164,-92.0415,79,140,301,32,32.5058,-92.0311,76,320,,ASP,1,1
KMLU,5001,150,18,32.5168,-92.0398,79,180,,36,32.5031,-92.0398,76,360,,ASP,0,1
KMMH,7000,100,09,37.6272,-118.85,7128,109,,27,37.6209,-118.827,7056,289,,ASP,1,1
KMMI,5000,75,02,35.3908,-84.5653,807,18.6,,20,35.4038,-84.5599,858,198.6,300,ASP,1,1
KMML,4000,75,02,44.446,-95.8225,1179,28,,20,44.4557,-95.8153,1180,208,,ASP,1,1
KMML,5010,100,12,44.4547,-95.8316,1180,130,,30,44.4459,-95.8169,1178,310,,ASP,1,1
KMMS,3348,70,02,34.2271,-90.2912,161,17,,20,34.2359,-90.2879,161,197,,ASP,1,1
KMMT,2033,90,05,33.9272,-80.8061,,44.5,,23,33.9311,-80.8015,,224.5,,ASP,1,1
KMMT,9017,150,14,33.9274,-80.8113,252,134,,32,33.9102,-80.7899,244,314,,PEM,1,1
KMMT,4500,150,18,33.9305,-80.7956,,181.8,,36,33.9182,-80.796,,1.8,,CON,0,1
KMMU,5999,150,05,40.7931,-74.4192,183,36.1,,23,40.8064,-74.4065,184,216.1,,ASP,1,1
KMMU,3998,150,13,40.8009,-74.4245,187,113.9,,31,40.7965,-74.4113,182,293.9,,ASP,1,1
KMMV,5420,150,04,45.1918,-123.148,161,57,,22,45.1998,-123.131,161,237,,ASP,1,1
KMMV,4676,150,17,45.1993,-123.131,161,186,,35,45.1865,-123.133,163,6,,ASP,0,1
KMNM,6000,100,03,45.1232,-87.6444,614,31,,21,45.1373,-87.6325,622,211,,ASP,1,1
KMNM,5100,100,14,45.1278,-87.645,621,140,,32,45.1171,-87.6323,605,320,,ASP,1,1
KMNN,5000,100,07,40.6114,-83.0713,989,59.9,,25,40.6183,-83.0557,993,239.9,,ASP,1,1
KMNN,3498,100,13,40.6207,-83.0688,986,119.9,,31,40.6159,-83.0579,989,299.9,,ASP,1,1
KMOB,8521,150,14,30.7023,-88.254,213,144,,32,30.6833,-88.2381,213,324,,ASP,1,1
KMOB,4365,150,18,30.6946,-88.2365,216,180,,36,30.6826,-88.2365,212,360,,ASP,1,1
KMOD,5911,150,10L,37.6297,-120.96,97,124.2,,28R,37.6206,-120.943,79,304.2,,ASP,1,1
KMOD,3459,100,10R,37.6295,-120.964,96,124.2,,28L,37.6242,-120.954,83,304.2,,ASP,1,1
KMOP,2500,160,05,43.6203,-84.7467,755,57,,23,43.624,-84.7387,755,237,,GRS,0,1
KMOP,5000,100,09,43.6215,-84.7443,754,91,,27,43.6213,-84.7254,752,271,,ASP,1,1
KMOR,5701,100,05,36.1742,-83.3829,1313,49.4,,23,36.1844,-83.3682,1275,229.4,,ASP,1,1
KMOT,6350,100,08,48.258,-101.291,1713,90.3,392,26,48.258,-101.265,1658,270.3,,ASP,1,1
KMOT,7700,150,13,48.2653,-101.289,1702,138.4,,31,48.2495,-101.268,1657,318.4,,CON,1,1
KMPJ,5853,75,03,35.1318,-92.9139,891,29,450,21,35.1459,-92.9044,920,209,175,ASP,0,1
KMPO,4000,100,05,41.134,-75.3815,1876,36.6,,23,41.1428,-75.3729,1916,216.6,,ASP,1,1
KMPO,3948,60,13,41.1388,-75.3871,1884,115.3,,31,41.1342,-75.3741,1879,295.3,180,ASP,1,1
KMPR,2511,75,08,38.3549,-97.6988,1494,90,,26,38.355,-97.69,1493,270,,GRS,0,1
KMPR,5500,100,18,38.3588,-97.689,1497,186,,36,38.3438,-97.6909,1497,6,,CON,1,1
KMPV,4022,100,05,44.2025,-72.5653,1115,32.3,516,23,44.2118,-72.5571,1085,212.3,,ASP,0,1
KMPV,5002,100,17,44.2066,-72.5678,1092,152,,35,44.1945,-72.5587,1157,332,487,ASP,1,1
KMPZ,1965,120,03,40.9452,-91.5135,,31,,21,40.9499,-91.5098,,211,,GRS,0,1
KMPZ,4001,75,15,40.951,-91.5141,725,152.5,,33,40.9413,-91.5074,730,332.5,,ASP,1,1
KMQB,5101,100,09,40.5197,-90.661,705,90.1,,27,40.5197,-90.6427,679,270.1,,ASP,1,1
KMQB,3719,190,18,40.5257,-90.6531,691,180.1,,36,40.5155,-90.6531,682,0.1,,GRS,0,1
KMQS,5400,100,11,39.9805,-75.8749,639,101.7,,29,39.9775,-75.856,660,281.7,,ASP,1,1
KMQW,4030,75,03,32.0907,-82.8825,202,23,,21,32.1009,-82.8775,185,203,,ASP,1,1
KMQY,5546,100,01,36.0006,-86.5211,519,4.1,,19,36.0158,-86.5198,521,184.1,,ASP,1,1
KMQY,8036,150,14,36.0178,-86.5287,543,139.1,,32,36.0011,-86.5109,517,319.1,,ASP,1,1
KMRB,9600,150,08,39.3984,-77.9977,564,71,400,26,39.4055,-77.9716,547,251,1400,ASP,1,1
KMRB,5001,150,17,39.4079,-77.9893,544,160.6,,35,39.395,-77.9834,542,340.6,,ASP,1,1
KMRC,6003,100,06,35.5503,-87.1871,664,53.7,,24,35.5601,-87.1709,681,233.7,,ASP,1,1
KMRC,2000,200,17,35.5552,-87.1786,,170,,35,35.5498,-87.1774,,350,,GRS,0,1
KMRF,5307,75,03,30.3657,-104.02,4827,45.3,,21,30.376,-104.008,4849,225.3,,ASP,0,1
KMRF,2825,60,08,30.3696,-104.026,4825,90,,26,30.3696,-104.017,4836,270,,GRE,0,1
KMRF,6214,75,12,30.3781,-104.025,4840,135.3,,30,30.3659,-104.012,4830,315.3,,ASP,1,1
KMRN,5500,75,03,35.8133,-81.6151,1231,23.6,,21,35.8272,-81.6077,1268,203.6,,ASP,1,1
KMRY,3513,60,10L,36.5886,-121.845,198,112.8,,28R,36.5849,-121.834,256,292.8,,ASP,1,1
KMRY,7616,150,10R,36.5912,-121.857,155,112.8,,28L,36.5831,-121.833,247,292.8,1000,ASP,1,1
KMSL,6693,150,11,34.749,-87.617,542,114,,29,34.7415,-87.5967,550,294,,ASP,1,1
KMSL,4000,100,18,34.7509,-87.6157,539,181,,36,34.7399,-87.6161,541,1,,ASP,1,1
KMSN,7200,150,03,43.1332,-89.3418,860,28.8,430,21,43.1505,-89.3287,887,208.8,,CON,1,1
KMSN,5846,150,14,43.1479,-89.3416,859,137,,32,43.1363,-89.3265,861,317,,CON,1,1
KMSN,9005,150,18,43.1491,-89.341,859,181.9,400,36,43.1244,-89.3422,862,1.9,989,CON,1,1
KMSO,4612,75,07,46.916,-114.097,3199,89,,25,46.9162,-114.078,3204,269,,ASP,1,1
KMSO,9501,150,11,46.9248,-114.107,3192,130,,29,46.9079,-114.078,3205,310,,ASP,1,1
KMSP,11006,150,04,44.8723,-93.2383,832,45,1550,22,44.8936,-93.2083,827,225,988,CON,1,1
KMSP,8000,150,12L,44.8929,-93.221,838,121.3,,30R,44.8813,-93.194,819,301.3,,PEM,1,1
KMSP,10000,200,12R,44.8878,-93.2341,841,121.3,,30L,44.8735,-93.2012,813,301.3,,PEM,1,1
KMSP,8000,150,17,44.8878,-93.2422,840,169.5,,35,44.8662,-93.2366,833,349.5,,CON,1,1
KMSS,4998,100,05,44.93,-74.8494,203,31,,23,44.9418,-74.8394,215,211,,ASP,1,1
KMSS,4000,100,09,44.9344,-74.8545,203,76,,27,44.937,-74.8395,204,256,,ASP,1,1
KMSV,6300,150,15,41.7085,-74.802,1403,143,300,33,41.6948,-74.7881,1381,323,300,ASP,1,1
KMSY,7001,150,02,29.9845,-90.2514,3,15,,20,30.0031,-90.2455,,195,,ASP,1,1
KMSY,3570,150,06,29.9918,-90.2572,2,60.4,,24,29.9967,-90.2475,1,240.4,,ASP,1,1
KMSY,10104,150,11,29.9966,-90.2817,4,106,,29,29.9892,-90.251,2,286,304,PEM,1,1
KMTC,9000,150,01,42.6015,-82.8373,580,1.5,,19,42.6262,-82.8365,579,181.5,,PEM,1,1
KMTH,5008,100,07,24.7235,-81.0583,5,67,,25,24.7288,-81.0444,5,247,,ASP,1,1
KMTJ,7500,100,13,38.5092,-107.905,5695,139.4,,31,38.4936,-107.888,5755,319.4,,ASP,1,1
KMTJ,10000,150,17,38.5298,-107.893,5690,179.8,,35,38.5024,-107.893,5730,359.8,,ASP,1,1
KMTN,6996,180,15,39.3325,-76.4225,22,135,,33,39.3188,-76.4051,10,315,,CON,1,1
KMTO,5799,100,06,39.4741,-88.2883,718,60.1,,24,39.4821,-88.2705,711,240.1,,ASP,1,1
KMTO,6501,150,11,39.4813,-88.2897,715,113,,29,39.4743,-88.2685,715,293,,CON,1,1
KMTO,1080,250,18,39.4801,-88.2885,,175.6,,36,39.476,-88.2881,,355.6,,GRS,0,1
KMTP,3481,75,06,41.0732,-71.9254,6,47,302,24,41.0797,-71.9162,4,227,457,ASP,1,1
KMTW,3343,100,07,44.1292,-87.6843,651,70,,25,44.1323,-87.6723,638,250,,ASP,1,1
KMTW,5002,100,17,44.1342,-87.6838,646,170,,35,44.1207,-87.6805,650,350,,ASP,1,1
KMUI,3967,100,07,40.4325,-76.5751,489,59.6,400,25,40.438,-76.5628,489,239.6,100,ASP,1,1
KMUL,5000,300,04,31.1336,-83.719,,45,,22,31.1433,-83.7077,,225,,CON,0,1
KMUL,4500,75,14,31.1421,-83.7091,292,135,,32,31.1333,-83.699,283,315,,CON,0,1
KMUL,2900,300,18,31.1373,-83.699,,180,,36,31.1293,-83.699,,360,,CON,0,1
KMUO,10000,500,07,43.0344,-115.885,,90,,25,43.0344,-115.848,,270,,ASP,0,1
KMUO,13500,200,12,43.0566,-115.89,2986,135,,30,43.0304,-115.855,2996,315,,PEM,1,1
KMUT,5500,100,06,41.3623,-91.1544,545,58,,24,41.3702,-91.1374,541,238,,CON,1,1
KMUT,4000,75,12,41.3733,-91.1574,536,125,,30,41.367,-91.1455,543,305,,CON,1,1
KMVE,2330,165,03,44.9678,-95.714,1031,40,,21,44.9729,-95.7081,1020,220,,GRS,0,1
KMVE,4000,75,14,44.9726,-95.7144,1034,142.8,,32,44.9639,-95.7051,1019,322.8,,ASP,1,1
KMVL,3701,75,01,44.5295,-72.6138,713,358.3,,19,44.5397,-72.6142,731,178.3,,ASP,1,1
KMVM,2909,60,18,44.7068,-67.4808,96,157.3,,36,44.6994,-67.4764,70,337.3,,ASP,1,1
KMVN,6498,150,05,38.3178,-88.8668,468,50,773,23,38.3293,-88.8494,468,230,,ASP,1,1
KMVN,3149,100,15,38.3267,-88.8621,480,150,,33,38.3192,-88.8566,458,330,,ASP,1,1
KMVY,3177,75,01,41.3876,-70.6179,55,355.6,,19,41.3963,-70.6188,65,175.6,,ASP,0,1
KMVY,5504,100,06,41.386,-70.6201,56,41,,24,41.3975,-70.607,62,221,,ASP,1,1
KMVY,3297,75,15,41.3981,-70.6202,67,131,,33,41.3922,-70.6111,56,311,,ASP,1,1
KMWA,8012,150,02,37.7484,-89.018,453,22.7,,20,37.7687,-89.0074,466,202.7,,ASP,1,1
KMWA,5000,100,11,37.7513,-89.0168,454,107.7,,29,37.7471,-89.0003,468,287.7,,ASP,1,1
KMWC,3202,75,04L,43.1071,-88.0381,737,36,,22R,43.1142,-88.031,738,216,,ASP,1,1
KMWC,2862,275,04R,43.1064,-88.0361,732,36,,22L,43.1127,-88.0297,736,216,,GRS,0,1
KMWC,4106,75,15L,43.1158,-88.0386,744,146,,33R,43.1065,-88.0299,744,326,,ASP,1,1
KMWC,3251,275,15R,43.1135,-88.0392,742,145,,33L,43.1062,-88.0323,733,325,,GRS,0,1
KMWH,10000,100,04,47.1967,-119.333,1184,54,,22,47.2128,-119.3,1150,234,,PEM,1,1
KMWH,3500,90,09,47.2177,-119.317,1185,108.2,,27,47.2147,-119.304,1185,288.2,,CON,0,1
KMWH,13503,200,14L,47.2257,-119.326,1165,162,,32R,47.1904,-119.309,1163,342,,PEM,1,1
