airport,description,frequency,type
KEND,APP,118075,APP
KEND,ATIS,115400,ATIS
KEND,CLNC DEL,22540,CLD
KEND,DEP,120525,DEP
KEND,GND,121800,GND
KEND,PMSV METRO,34255,PMSV
KEND,PTD,37220,PTD
KEND,TWR,124050,TWR
KENL,AWOS 3,121125,AWOS
KENL,CTAF/UNICOM,122800,UNIC
KENL,KANSAS CITY CNTR,127700,CNTR
KENL,ST LOUIS RDO,115000,RDO
KENV,AWOS 3,135075,AWOS
KENV,CEDAR CITY RDO,112300,RDO
KENV,CTAF/UNICOM,122800,UNIC
KENW,ASOS,127175,ASOS
KENW,ATIS,127175,ATIS
KENW,CLNC DEL,118600,CLD
KENW,CTAF,118600,CTAF
KENW,GND,121875,GND
KENW,GREEN BAY RDO,109200,RDO
KENW,MILWAUKEE APP/DEP,120150,A/D
KENW,TWR,118600,TWR
KENW,UNICOM,122950,UNIC
KEOK,AWOS 3,118375,AWOS
KEOK,CTAF/UNICOM,122800,UNIC
KEOK,KANSAS CITY CNTR,135525,CNTR
KEOS,COLUMBIA RDO,117300,RDO
KEOS,CTAF/UNICOM,122800,UNIC
KEOS,KANSAS CITY CNTR,128600,CNTR
KEPH,ASOS,135775,ASOS
KEPH,CTAF/UNICOM,122800,UNIC
KEPH,GRANT CO APP/DEP,126400,A/D
KEPH,SEATTLE RDO,122200,RDO
KERI,ALTOONA RDO,109400,RDO
KERI,APP/DEP,121000,A/D
KERI,ATIS,120350,ATIS
KERI,CLNC DEL,126800,CLD
KERI,CTAF,118100,CTAF
KERI,GND,121900,GND
KERI,TWR,118100,TWR
KERI,UNICOM,122950,UNIC
KERV,AWOS 3,118125,AWOS
KERV,CLNC DEL,134950,CLD
KERV,CTAF/UNICOM,122700,UNIC
KERV,HOUSTON CNTR,134950,CNTR
KESF,ARNG OPS,141450,MISC
KESF,CTAF/UNICOM,122800,CTAF
KESF,DE RIDDER RDO,122550,RDO
KESF,POLK APP/DEP,132050,A/D
KESN,AWOS 3,124475,AWOS
KESN,CTAF/UNICOM,122950,UNIC
KESN,POTOMAC APP/DEP,124550,A/D
KESN,POTOMAC CLNC DEL,126900,CLD
KEST,ASOS,121425,ASOS
KEST,CTAF/UNICOM,122800,UNIC
KEST,MINNEAPOLIS CNTR,127750,CNTR
KETB,ARNG OPS,40900,OPS
KETB,AWOS 3,120000,AWOS
KETB,CLNC DEL,124750,CLD
KETB,CTAF/UNICOM,122800,UNIC
KETB,GREEN BAY RDO,109800,RDO
KETB,MILWAUKEE APP/DEP,125350,A/D
KEUF,ANNISTON RDO,109200,RDO
KEUF,ATLANTA APP/DEP,125500,A/D
KEUF,ATLANTA CLNC DEL,134250,CLD
KEUF,CTAF/UNICOM,122800,UNIC
KEUG,ATIS,125225,ATIS
KEUG,CASCADE APP/DEP,119600,A/D
KEUG,CTAF,118900,CTAF
KEUG,EUGENE CLNC DEL,121700,CLD
KEUG,EUGENE TWR,118900,TWR
KEUG,GND,121700,GND
KEUG,MC MINNVILLE RDO,122300,RDO
KEUG,UNICOM,122950,UNIC
KEVM,AWOS 3,108200,AWOS
KEVM,CTAF/UNICOM,122700,UNIC
KEVM,DULUTH APP/DEP,125450,A/D
KEVM,PRINCETON RDO,122450,RDO
KEVV,APP/DEP,126400,A/D
KEVV,ATIS,120200,ATIS
KEVV,CLNC DEL,126600,CLD
KEVV,CTAF,118700,CTAF
KEVV,GND,121900,GND
KEVV,TERRE HAUTE RDO,122650,RDO
KEVV,TWR,118700,TWR
KEVV,UNICOM,122950,UNIC
KEVW,ASOS,120000,ASOS
KEVW,CTAF/UNICOM,122800,UNIC
KEVW,SALT LAKE CITY CNTR,127700,CNTR
KEWB,ATIS,126850,ATIS
KEWB,CTAF,118100,CTAF
KEWB,GND,121900,GND
KEWB,PROVIDENCE APP/DEP,128700,A/D
KEWB,TWR,118100,TWR
KEWB,UNICOM,122950,UNIC
KEWK,AWOS 3,123875,AWOS
KEWK,CLNC DEL,126550,CLD
KEWK,CTAF/UNICOM,123000,UNIC
KEWK,WICHITA APP/DEP,125500,A/D
KEWN,ASOS,118525,ASOS
KEWN,CHERRY POINT APP/DEP,119350,A/D
KEWN,CLNC DEL,120525,CLD
KEWN,CTAF,124250,CTAF
KEWN,GND,121700,GND
KEWN,NEW BERN TWR,124250,TWR
KEWN,RALEIGH RDO,122200,RDO
KEWR,ATIS,115700,ATIS
KEWR,CLNC DEL,118850,CLD
KEWR,GND,121800,GND
KEWR,NEW YORK APP,127600,APP
KEWR,NEW YORK DEP,119200,DEP
KEWR,TWR,118300,TWR
KEWR,UNICOM,122950,UNIC
KEYW,ASOS,119650,ASOS
KEYW,ATIS,119675,ATIS
KEYW,CLNC DEL,121900,CLD
KEYW,CTAF,118200,CTAF
KEYW,GND,121900,GND
KEYW,MIAMI RDO,122200,FSS
KEYW,NAVY KEY WEST,124450,A/D
KEYW,TWR,118200,TWR
KEYW,UNICOM,122950,UNIC
KFAF,BASE OPS,134100,OPS
KFAF,CTAF,126300,CTAF
KFAF,GND,121350,GND
KFAF,NORFOLK APP/DEP,125700,A/D
KFAF,PMSV METRO,134100,PMSV
KFAF,TWR,126300,TWR
KFAM,AWOS 3,119275,AWOS
KFAM,CTAF/UNICOM,122800,UNIC
KFAM,KANSAS CITY CNTR,127470,CNTR
KFAM,ST LOUIS RDO,122300,RDO
KFAR,ATIS,124500,ATIS
KFAR,FARGO APP/DEP,120400,A/D
KFAR,FARGO TWR,133800,TWR
KFAR,GND/CLNC DEL,121900,GND
KFAR,GRAND FORKS RDO,122425,RDO
KFAR,UNICOM,122950,UNIC
KFAT,ANG OPS,138150,MISC
KFAT,APP/DEP,118500,A/D
KFAT,APP/DEP,35195,A/D
KFAT,ARNG OPS,40950,OPS
KFAT,ATIS,121350,ATIS
KFAT,CLNC DEL,124350,CLD
KFAT,GND,121700,GND
KFAT,RANCHO RDO,122200,RDO
KFAT,TWR,118200,TWR
KFAT,UNICOM,122950,UNIC
KFAY,APP/DEP,125175,A/D
KFAY,ATIS,121250,ATIS
KFAY,GND,121700,GCA
KFAY,RALEIGH RDO,25540,RDO
KFAY,TWR,118300,TWR
KFAY,UNICOM,122950,UNIC
KFBG,ATIS,139250,ATIS
KFBG,BASE OPS,142350,OPS
KFBG,FAYETTEVILLE APP/DEP,133000,A/D
KFBG,FLT ADVSY,125900,AAS
KFBG,GND/CLNC DEL,121900,GCCD
KFBG,PMSV METRO,141250,PMSV
KFBG,RANGE RDO,46750,MISC
KFBG,TWR,125900,TWR
KFBL,AWOS 3,111200,AWOS
KFBL,CTAF/UNICOM,122800,UNIC
KFBL,MINNEAPOLIS APP/DEP,125000,A/D
KFBY,CTAF/UNICOM,122700,UNIC
KFBY,MINNEAPOLIS CNTR,126400,CNTR
KFCH,APP,119000,APP
KFCH,AWOS 3,135225,AWOS
KFCH,CTAF/UNICOM,123000,UNIC
KFCH,DEP,119000,DEP
KFCM,ATIS,124900,ATIS
KFCM,CLNC DEL,121700,CLD
KFCM,CTAF,118100,CTAF
KFCM,GND,121700,GND
KFCM,MINNEAPOLIS APP/DEP,125000,A/D
KFCM,TWR,118100,TWR
KFCM,UNICOM,122950,UNIC
KFCS,ATIS,108800,ATIS
KFCS,FLT FLW,38350,A/G
KFCS,PMSV METRO,44100,PMSV
KFCS,PTD/OPS,141150,PTD
KFCS,SPRINGS APP/DEP,124000,A/D
KFCS,TWR,125500,TWR
KFCY,CTAF/UNICOM,122800,UNIC
KFCY,MEMPHIS CNTR,135300,CNTR
KFDK,ATIS/AWOS 3,124875,ATIS/AWOS
KFDK,CTAF/UNICOM,122950,UNIC
KFDK,LEESBURG RDO,109000,RDO
KFDK,POTOMAC APP/DEP,126750,A/D
KFDK,POTOMAC CLNC DEL,126900,CLD
KFDR,ALTUS APP/DEP,125100,A/D
KFDR,ASOS,132675,ASOS
KFDR,CTAF/UNICOM,122800,UNIC
KFDY,ASOS,124425,ASOS
KFDY,CLEVELAND RDO,122200,RDO
KFDY,CTAF/UNICOM,122725,UNIC
KFDY,TOLEDO APP/DEP,120800,A/D
KFEP,AWOS 3,119025,AWOS
KFEP,CLNC DEL,121850,CLD
KFEP,CTAF/UNICOM,122800,UNIC
KFEP,ROCKFORD APP/DEP,126000,A/D
KFET,AWOS 3,121275,AWOS
KFET,CTAF/UNICOM,122800,UNIC
KFET,OMAHA APP/DEP,120100,A/D
KFFA,CTAF,122900,CTAF
KFFL,AWOS 3,132025,AWOS
KFFL,CHICAGO CNTR,118150,CNTR
KFFL,CTAF/UNICOM,122700,UNIC
KFFM,AWOS 3,110400,AWOS
KFFM,CTAF/UNICOM,122800,UNIC
KFFM,PRINCETON RDO,122350,RDO
KFFO,445AW AFRC COMD POST,34940,POST
KFFO,ATIS,124475,ATIS
KFFO,DAYTON APP/DEP,118850,A/D
KFFO,GND,121800,GND
KFFO,PATTERSON TWR,126900,TWR
KFFO,PMSV METRO,34460,PMSV
KFFO,PTD,122850,PTD
KFFT,ARNG OPS,41150,OPS
KFFT,ASOS,119275,ASOS
KFFT,CLNC DEL,118100,CLD
KFFT,CTAF/UNICOM,122800,UNIC
KFFT,LEXINGTON APP/DEP,120750,A/D
KFFT,LOUISVILLE RDO,109400,RDO
KFHU,ASOS,119675,ASOS
KFHU,ATIS,134750,ATIS
KFHU,CTAF,124950,CTAF
KFHU,GND,121700,GND
KFHU,LIBBY GCA,127050,GCA
KFHU,LIBBY OPS,122950,OPS
KFHU,LIBBY TWR,124950,TWR
KFHU,UNICOM,122950,UNIC
KFKL,ALTOONA RDO,109600,RDO
KFKL,AWOS 3,118175,AWOS
KFKL,CLNC DEL,126250,CLD
KFKL,CTAF/UNICOM,122700,UNIC
KFKL,YOUNGSTOWN APP/DEP,133950,A/D
KFKN,AWOS 3,124675,AWOS
KFKN,CTAF/UNICOM,122800,UNIC
KFKN,LEESBURG RDO,110600,RDO
KFKN,NORFOLK APP/DEP,127900,A/D
KFLD,ASOS,134000,ASOS
KFLD,CHICAGO CNTR,127000,CNTR
KFLD,CTAF/UNICOM,122800,UNIC
KFLD,GREEN BAY RDO,122500,RDO
KFLG,ALBUQUERQUE CNTR,124500,CNTR
KFLG,ATIS,125800,ATIS
KFLG,CTAF,134550,CTAF
KFLG,GND,121900,GND
KFLG,PRESCOTT RDO,122300,RDO
KFLG,TWR,134550,TWR
KFLG,UNICOM,122950,UNIC
KFLL,ATIS,135000,ATIS
KFLL,CLNC DEL,128400,CLD
KFLL,GND,121400,GND
KFLL,MIAMI APP,118100,APP
KFLL,MIAMI DEP,119700,DEP
KFLL,TWR,119300,TWR
KFLL,UNICOM,122950,UNIC
KFLO,ANDERSON RDO,122600,RDO
KFLO,APP DEP,118600,APP
KFLO,ATIS,123625,ATIS
KFLO,CTAF,125100,CTAF
KFLO,GND/CLNC DEL,121900,GCCD
KFLO,TWR,125100,TWR
KFLO,UNICOM,122950,UNIC
KFLP,AWOS 3,132075,AWOS
KFLP,CTAF/UNICOM,123000,UNIC
KFLP,JONESBORO RDO,122350,RDO
KFLP,MEMPHIS CNTR,126850,CNTR
KFLV,CTAF,126200,CTAF
KFLV,KANSAS CITY APP/DEP,124700,A/D
KFLV,WICHITA RDO,122350,RDO
KFLX,CTAF/UNICOM,122800,UNIC
KFLX,NAVY FALLON APP/DEP,120850,A/D
KFLX,RENO RDO,114100,RDO
KFME,AWOS 3,123925,AWOS
KFME,CTAF/UNICOM,123050,UNIC
KFME,POTOMAC APP DEP,119700,A/D
KFMH,102 FW COMD POST,26200,POST
KFMH,ANG BASE OPS,37220,OPS
KFMH,ANG SOF,26200,INFO
KFMH,CAPE APP,118200,APP
KFMH,CAPE DEP,28460,DEP
KFMH,CG CAPE COD AIR,164550,MISC
KFMH,GND,121600,GND
KFMH,PTD,37220,PTD
KFMH,TWR,121000,TWR
KFMN,ALBUQUERQUE RDO,122400,RDO
KFMN,ATIS,127150,ATIS
KFMN,CTAF,118900,CTAF
KFMN,DENVER CNTR,118575,CNTR
KFMN,FARMINGTON TWR,118900,TWR
KFMN,GND,121700,GND
KFMN,UNICOM,122950,UNIC
KFMY,ATIS,123725,ATIS
KFMY,CLNC DEL,121700,CLD
KFMY,CTAF,119000,CTAF
KFMY,FORT MYERS APP/DEP,126800,A/D
KFMY,GND,121700,GND
KFMY,MIAMI RDO,122200,RDO
KFMY,TWR,119000,TWR
KFMY,UNICOM,130550,UNIC
KFNL,AWOS 3,135075,AWOS
KFNL,CLNC DEL,120250,CLD
KFNL,CTAF/UNICOM,122700,UNIC
KFNL,DENVER APP/DEP,134850,A/D
KFNL,DENVER RDO,122400,RDO
KFNT,ATIS,133150,ATIS
KFNT,CLNC DEL,121750,CLD
KFNT,CTAF,126300,CTAF
KFNT,FLINT APP/DEP,118800,A/D
KFNT,FLINT GND,121900,GND
KFNT,FLINT TWR,126300,TWR
KFNT,LANSING RDO,122300,RDO
KFNT,UNICOM,122950,UNIC
KFOD,AWOS 3,118775,AWOS
KFOD,CTAF/UNICOM,122950,UNIC
KFOD,MINNEAPOLIS CNTR,134000,CNTR
KFOD,RDO,122300,RDO
KFOE,ANG OPS,28650,OPS
KFOE,ARNG OPS,41700,MISC
KFOE,ATIS,128250,ATIS
KFOE,CTAF,120800,CTAF
KFOE,GND,121700,GND
KFOE,KANSAS CITY CNTR,123800,A/D
KFOE,TWR,120800,TWR
KFOE,UNICOM,122950,UNIC
KFOE,WICHITA RDO,122450,RDO
KFOK,ANG OPS,28750,OPS
KFOK,ASOS,119925,ASOS
KFOK,CTAF,125300,CTAF
KFOK,GND,121800,GND
KFOK,NEW YORK APP/DEP,118950,A/D
KFOK,TWR,125300,TWR
KFOK,UNICOM,122950,UNIC
KFPR,ATIS,134825,ATIS
KFPR,CTAF,128200,CTAF
KFPR,FORT PIERCE TWR,128200,TWR
KFPR,GND,119550,GND
KFPR,MIAMI CNTR,132250,CNTR
KFPR,MIAMI RDO,122550,RDO
KFRG,ATIS,126650,ATIS
KFRG,CLNC DEL,128250,CLD
KFRG,CTAF,118800,CTAF
KFRG,GND,121600,GND
KFRG,NEW YORK APP,118400,APP
KFRG,NEW YORK DEP,123700,DEP
KFRG,TWR,118800,TWR
KFRG,UNICOM,122950,UNIC
KFRH,AWOS 3,118075,AWOS
KFRH,CTAF/UNICOM,122800,UNIC
KFRH,LOUISVILLE APP/DEP,123675,A/D
KFRI,ASOS,118375,ASOS
KFRI,CTAF,126200,CTAF
KFRI,KANSAS CITY CNTR,127350,ARTC
KFRI,OPS,40550,OPS
KFRI,RANGE CON,40800,MISC
KFRI,VFR ADVSY SVC,126200,AAS
KFRM,AWOS 3,110200,AWOS
KFRM,CTAF/UNICOM,122800,UNIC
KFRM,MINNEAPOLIS CNTR,127750,CNTR
KFRM,PRINCETON RDO,110200,RDO
KFRR,CTAF/UNICOM,123000,UNIC
KFSD,ATIS,126600,ATIS
KFSD,CTAF,118300,CTAF
KFSD,HURON RDO,122200,RDO
KFSD,SIOUX FALLS APP/DEP,125800,A/D
KFSD,SIOUX FALLS GND,121900,GND
KFSD,SIOUX FALLS TWR,118300,TWR
KFSD,UNICOM,122950,UNIC
KFSI,ATIS,135425,ATIS
KFSI,CLNC DEL,121700,CLD
KFSI,DUNCAN SCTR,118600,MISC
KFSI,FORT SILL APP/DEP,118600,A/D
KFSI,PMSV METRO,37520,PMSV
KFSI,POST GND,121700,GND
KFSI,POST TWR,124950,TWR
KFSI,PTD,123050,PTD
KFSK,AWOS 3,124425,AWOS
KFSK,CTAF/UNICOM,122800,UNIC
KFSK,KANSAS CITY CNTR,125550,CNTR
KFSM,ATIS,126300,ATIS
KFSM,CLNC DEL,133850,CLD
KFSM,CTAF,118300,CTAF
KFSM,GND,121900,GND
KFSM,JONESBORO RDO,122200,RDO
KFSM,RAZORBACK APP,120175,APP
KFSM,RAZORBACK APP,35357,APP
KFSM,RAZORBACK DEP,120900,DEP
KFSM,TWR,118300,TWR
KFSM,UNICOM,122950,UNIC
KFST,ALBUQUERQUE CNTR,135875,CNTR
KFST,ASOS,118525,ASOS
KFST,CTAF/UNICOM,122800,UNIC
KFST,SAN ANGELO RDO,116900,RDO
KFSU,CTAF/UNICOM,122800,UNIC
KFTK,AIR TO AIR,23750,MISC
KFTK,ATIS,109600,ATIS
KFTK,BASE OPS,126200,OPS
KFTK,CTAF,126800,CTAF
KFTK,GND,121900,GND
KFTK,LOUISVILLE APP/DEP,123675,A/D
KFTK,TWR,126800,TWR
KFTW,ATIS,120700,ATIS
KFTW,CLNC DEL,124650,CLD
KFTW,FORT WORTH RDO,122600,RDO
KFTW,GND,121900,GND
KFTW,RGNL APP DEP,118100,A/D
KFTW,TWR,118300,TWR
KFTW,UNICOM,122950,UNIC
KFTY,ATIS,120175,ATIS
KFTY,ATLANTA  APP/DEP,121000,A/D
KFTY,COUNTY TWR,118450,TWR
KFTY,CTAF,118450,CTAF
KFTY,GND,121700,GND
KFTY,MACON RDO,122200,RDO
KFTY,UNICOM,122950,UNIC
KFUL,ATIS,125050,ATIS
KFUL,CTAF,119100,CTAF
KFUL,GND,121800,GND
KFUL,RIVERSIDE RDO,122450,RDO
KFUL,SOCAL APP/DEP,124650,A/D
KFUL,TWR,119100,TWR
KFUL,UNICOM,122950,UNIC
KFVE,ASOS,135725,ASOS
KFVE,BOSTON CNTR,124750,CNTR
KFVE,CTAF/UNICOM,122800,UNIC
KFWA,122FW COMD POST OPS,138400,OPS
KFWA,APP/DEP,127200,A/D
KFWA,ATIS,121250,ATIS
KFWA,CLNC DEL,124750,CLD
KFWA,GND,121900,GND
KFWA,TERRE HAUTE RDO,122200,RDO
KFWA,TWR,119100,TWR
KFWA,UNICOM,122950,UNIC
KFXE,ATIS,119850,ATIS
KFXE,CLNC DEL,127950,CLD
KFXE,EXECUTIVE GND,121750,GND
KFXE,EXECUTIVE TWR,120900,TWR
KFXE,MIAMI APP/DEP,119700,A/D
KFXE,UNICOM,122950,UNIC
KFXY,CTAF/UNICOM,122800,UNIC
KFXY,MINNEAPOLIS CNTR,127300,CNTR
KFYM,AWOS 3,135275,AWOS
KFYM,CTAF/UNICOM,122800,UNIC
KFYM,HUNTSVILLE APP/DEP,125600,A/D
KFYV,ATIS,133100,ATIS
KFYV,CTAF,128000,CTAF
KFYV,GND,121800,GND
KFYV,JONESBORO RDO,122300,RDO
KFYV,RAZORBACK APP/DEP,121000,A/D
KFYV,TWR,128000,TWR
KFYV,UNICOM,122950,UNIC
KGAD,ANNISTON RDO,112300,RDO
KGAD,AWOS 3,127825,AWOS
KGAD,BIRMINGHAM APP/DEP,120050,A/D
KGAD,CTAF/UNICOM,122800,UNIC
KGAI,AWOS 3,128275,AWOS
KGAI,CTAF/UNICOM,123075,UNIC
KGAI,POTOMAC APP/DEP,128700,A/D
KGAI,POTOMAC CLNC DEL,121600,CLD
KGAO,AWOS 3,118175,AWOS
KGAO,NEW ORLEANS APP/DEP,123850,A/D
KGAO,UNICOM CTAF,123000,UNIC
KGBD,AWOS 3,119275,AWOS
KGBD,CTAF/UNICOM,122800,UNIC
KGBD,KANSAS CITY CNTR,118800,CNTR
KGBD,WICHITA RDO,122500,RDO
KGBG,AWOS 3,109800,AWOS
KGBG,CLNC DEL,120700,CLD
KGBG,CTAF/UNICOM,123000,UNIC
KGBG,KANKAKEE RDO,109800,RDO
KGBG,QUAD CITY APP/DEP,118200,A/D
KGBR,ALBANY APP/DEP,125000,A/D
KGBR,CTAF/UNICOM,122800,UNIC
KGCC,ASOS,124175,ASOS
KGCC,CASPER RDO,122300,RDO
KGCC,CTAF,118500,CTAF
KGCC,DENVER CNTR,135600,CNTR
KGCC,GND,121700,GND
KGCC,TWR,118500,TWR
KGCC,UNICOM,122950,UNIC
KGCK,ASOS,121325,ASOS
KGCK,CTAF,118150,CTAF
KGCK,GND,119000,GND
KGCK,KANSAS CITY CNTR,125200,CNTR
KGCK,TWR,118150,TWR
KGCK,UNICOM,122950,UNIC
KGCK,WICHITA RDO,122450,RDO
KGCN,ASOS,124300,ASOS
KGCN,ATIS,124300,ATIS
KGCN,CANYON TWR,119000,TWR
KGCN,CTAF,119000,CTAF
KGCN,GND,121900,GND
KGCN,LOS ANGELES CNTR,124850,CNTR
KGCN,PRESCOTT RDO,122300,RDO
KGCN,UNICOM,122950,UNIC
KGCY,AWOS 3,128425,AWOS
KGCY,CTAF/UNICOM,122700,UNIC
KGCY,TRI CITY APP/DEP,119250,A/D
KGDM,BOSTON CNTR,123750,CNTR
KGDM,BRIDGEPORT RDO,110600,RDO
KGDM,CTAF/UNICOM,122800,UNIC
KGDV,AWOS 3,135075,AWOS
KGDV,CTAF/UNICOM,122800,UNIC
KGDV,GREAT FALLS RDO,122550,RDO
KGED,ASOS,118375,ASOS
KGED,CTAF/UNICOM,123000,UNIC
KGED,DOVER APP/DEP,132425,A/D
KGED,MILLVILLE RDO,112600,RDO
KGEG,APP/DEP,123750,A/D
KGEG,ARNG,38750,OPS
KGEG,ATIS,124325,ATIS
KGEG,CLNC DEL,127550,CLD
KGEG,GND,121900,GND
KGEG,SEATTLE RDO,122200,RDO
KGEG,TWR,118300,TWR
KGEG,UNICOM,122950,UNIC
KGEY,ASOS,135325,ASOS
KGEY,CTAF/UNICOM,122800,UNIC
KGEY,SALT LAKE CITY CNTR,133250,CNTR
KGFK,APP/DEP,118100,A/D
KGFK,ATIS,119400,ATIS
KGFK,CTAF,118400,CTAF
KGFK,GND,124575,GND
KGFK,GRAND FORKS TOWER,118400,TWR
KGFK,RDO,122200,RDO
KGFK,UNICOM,122950,UNIC
KGFL,ALBANY APP/DEP,125000,A/D
KGFL,ASOS,119250,ASOS
KGFL,BURLINGTON RDO,122200,RDO
KGFL,CTAF/UNICOM,123000,UNIC
KGGE,AWOS 3,24200,AWOS
KGGE,CTAF/UNICOM,123000,UNIC
KGGE,MYRTLE BEACH APP/DEP,127400,A/D
KGGE,MYRTLE BEACH CLNC,119700,CLD
KGGG,ATIS,119650,ATIS
KGGG,CTAF,119200,CTAF
KGGG,GND,121600,GND
KGGG,LONGVIEW APP/DEP,118250,A/D
KGGG,TWR,119200,TWR
KGGG,UNICOM,122950,UNIC
KGGW,ASOS,135175,ASOS
KGGW,CTAF/UNICOM,122800,UNIC
KGGW,GREAT FALLS RDO,122250,RDO
KGGW,SALT LAKE CITY CNTR,126850,CNTR
KGHM,CTAF/UNICOM,122800,UNIC
KGHM,JACKSON RDO,122250,RDO
KGHM,MEMPHIS CNTR,125850,CNTR
KGIF,ASOS,133675,ASOS
KGIF,CTAF/UNICOM,123050,UNIC
KGIF,TAMPA APP/DEP,120650,A/D
KGJT,ATIS,118550,ATIS
KGJT,CTAF,118100,CTAF
KGJT,DENVER APP/DEP,119700,A/D
KGJT,DENVER RDO,122600,RCO
KGJT,GND,121700,GND
KGJT,GRAND JUNCTION TWR,118100,TWR
KGJT,UNICOM,122950,UNIC
KGJT,VFR ADVSY SVC,118100,AAS
KGKT,AWOS 3,126875,AWOS
KGKT,CTAF/UNICOM,123000,UNIC
KGKT,KNOXVILLE APP/DEP,132800,A/D
KGLD,ASOS,121025,ASOS
KGLD,CTAF/UNICOM,122950,UNIC
KGLD,DENVER CNTR,132500,CNTR
KGLD,WICHITA RDO,122400,RDO
KGLE,AWOS 3,118375,AWOS
KGLE,CTAF/UNICOM,123000,UNIC
KGLE,FORT WORTH CNTR,124750,CNTR
KGLH,ASOS,125525,ASOS
KGLH,CTAF,119000,CTAF
KGLH,GND,121800,GND
KGLH,GREENVILLE TWR,119000,TWR
KGLH,MEMPHIS CNTR,135875,CNTR
KGLH,UNICOM,122950,UNIC
KGLR,ASOS,118375,ASOS
KGLR,CTAF/UNICOM,122800,UNIC
KGLR,LANSING RDO,122550,RDO
KGLR,MINNEAPOLIS CNTR,134600,CNTR
KGLS,ASOS,119275,ASOS
KGLS,CLNC DEL,135350,CLD
KGLS,CTAF,120575,CTAF
KGLS,GND,118625,GND
KGLS,HOUSTON APP/DEP,134450,A/D
KGLS,MONTGOMERY CO RDO,122150,RDO
KGLS,TWR,120575,TWR
KGLS,UNICOM,123050,UNIC
KGLW,AWOS 3,118525,AWOS
KGLW,CTAF/UNICOM,122800,UNIC
KGLW,MEMPHIS CNTR,132100,CNTR
KGMU,ASOS,127075,ASOS
KGMU,CTAF,119900,CTAF
KGMU,GND,121250,GND
KGMU,GREER APP/DEP,118800,A/D
KGMU,TWR,119900,TWR
KGMU,UNICOM,122950,UNIC
KGNG,BOISE RDO,122400,RDO
KGNG,CTAF/UNICOM,122800,UNIC
KGNG,SALT LAKE CITY CNTR,118050,CNTR
KGNT,ALBUQUERQUE CNTR,124325,CNTR
KGNT,CTAF/UNICOM,122800,UNIC
KGNV,ATIS,127150,ATIS
KGNV,CTAF,119550,CTAF
KGNV,GND,121700,GND
KGNV,JACKSONVILLE APP/DEP,118175,A/D
KGNV,RDO,122100,RDO
KGNV,RDO,122200,RDO
KGNV,TWR,119550,TWR
KGNV,UNICOM,122950,UNIC
KGOK,ASOS,133975,ASOS
KGOK,CTAF/UNICOM,122800,UNIC
KGOK,OKE CITY APP/DEP,124200,A/D
KGON,ARNG OPS,126200,OPS
KGON,ATIS,127000,ATIS
KGON,BRIDGEPORT RDO,122100,RDO
KGON,CLNC DEL,119850,CLD
KGON,CTAF,125600,CTAF
KGON,GND,121650,GND
KGON,PROVIDENCE APP/DEP,125750,A/D
KGON,TWR,125600,TWR
KGPI,ATIS,132625,ATIS
KGPI,CTAF,124550,CTAF
KGPI,GND,121600,GND
KGPI,GREAT FALLS RDO,122500,RCO
KGPI,SALT LAKE CITY CNTR,133400,CNTR
KGPI,TWR,124550,TWR
KGPI,UNICOM,122950,UNIC
KGPT,ANG OPS,37780,OPS
KGPT,APP/DEP,124600,A/D
KGPT,ATIS,119450,ATIS
KGPT,CTAF,123700,CTAF
KGPT,GND,120400,GND
KGPT,GREENWOOD RDO,109000,RDO
KGPT,TWR,123700,TWR
KGPT,UNICOM,122950,UNIC
KGPZ,AWOS 3,111400,AWOS
KGPZ,CTAF/UNICOM,122800,UNIC
KGPZ,MINNEAPOLIS CNTR,127900,CNTR
KGPZ,PRINCETON RDO,122050,RDO
KGQQ,CLEVELAND RDO,122600,RDO
KGQQ,CLNC DEL,126800,CLD
KGQQ,CTAF/UNICOM,122800,UNIC
KGQQ,MANSFIELD APP/DEP,124200,A/D
KGRB,ATIS,124100,ATIS
KGRB,CLNC DEL,121750,CLD
KGRB,CTAF,118700,CTAF
KGRB,GND,121900,GND
KGRB,GREEN BAY APP,119400,APP
KGRB,GREEN BAY DEP,126550,DEP
KGRB,GREEN BAY RDO,122200,RDO
KGRB,GREEN BAY TWR,118700,TWR
KGRB,UNICOM,122950,UNIC
KGRD,ANDERSON RDO,122625,RDO
KGRD,ASOS,121125,ASOS
KGRD,CTAF/UNICOM,122800,UNIC
KGRD,GREER APP/DEP,120600,A/D
KGRE,CTAF/UNICOM,123050,UNIC
KGRE,KANSAS CITY CNTR,127700,CNTR
KGRE,ST LOUIS RDO,114300,RDO
KGRF,AR OPS,36100,INFO
KGRF,ARNG OPS,36550,MISC
KGRF,ATIS,124650,ATIS
KGRF,BULLSEYE RDO,36700,RDO
KGRF,CTAF,119325,CTAF
KGRF,GND/CLNC DEL,121900,GND
KGRF,OPS,32300,OPS
KGRF,PMSV METRO,134100,PMSV
KGRF,SEATTLE APP/DEP,120100,A/D
KGRF,TWR,119325,TWR
KGRI,ARNG OPS,38000,OPS
KGRI,ATIS,127400,ATIS
KGRI,CLNC DEL,121900,CLD
KGRI,COLUMBUS RDO,122450,RDO
KGRI,CTAF,118200,CTAF
KGRI,GND,121900,GND
KGRI,GRAND ISLAND TWR,118200,TWR
KGRI,MINNEAPOLIS CNTR,119400,CNTR
KGRI,UNICOM,122950,UNIC
