icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a034cb,N112MY,Bombardier,Global Express,GLEX,9442,L2J,,,2021-03-31,2011-01-01
a03510,N112QS,Bombardier,Global 5000,GL5T,9710,L2J,EJA,,2022-12-31,2015-01-01
a038c7,N113QS,Bombardier,Global 5000,GL5T,9722,L2J,EJA,,2023-03-31,2015-01-01
a03c7e,N114QS,Bombardier,Global 5000,GL5T,9732,L2J,EJA,,2022-08-31,2015-01-01
a03d09,N114WF,Bombardier,CRJ-200,CRJ2,7452,L2J,,,2023-04-30,
a03ed3,N115AN,Bombardier,Challenger 300,CL30,20331,L2J,,,2023-05-31,2011-01-01
a03fc6,N115LF,Bombardier,Challenger 300,CL30,20226,L2J,,,2021-05-31,2008-01-01
a0407f,N115TR,Bombardier,Global Express,GLEX,9067,L2J,,,2022-06-30,2000-01-01
a043ec,N116QS,Bombardier,Global 5000,GL5T,9768,L2J,EJA,,2023-04-30,2016-01-01
a04758,N117MS,Bombardier,Global 5000,GL5T,9386,L2J,,,2021-12-31,2014-01-01
a047a3,N117QS,Bombardier,Global 5000,GL5T,9777,L2J,EJA,,2023-01-31,2016-01-01
a047e3,N117TF,Bombardier,Global Express,GLEX,9175,L2J,,,2021-12-31,2005-01-01
a04bf1,N118WT,Bombardier,Global Express,GLEX,9327,L2J,,,2021-06-30,2009-01-01
a0586f,N121LM,Bombardier,Challenger 300,CL30,20028,L2J,,,,
a058f1,N121RS,Bombardier,Global Express,GLEX,9203,L2J,,,2021-06-30,2006-01-01
a05b46,N122BN,Bombardier,Global Express,GLEX,9826,L2J,,,2022-04-30,
a05e4a,N1226,Bombardier,Global 5000,GL5T,9737,L2J,,,2023-02-28,2015-01-01
a05ed9,N123AB,Bombardier,Global Express,GLEX,9167,L2J,,,2023-09-30,2005-01-01
a06035,N123Q,Bombardier,Challenger 350,CL35,20616,L2J,,,2022-03-31,2016-01-01
a0667f,N125CH,Bombardier,Global Express,GLEX,9080,L2J,,,,
a067fa,N125TM,Bombardier,Challenger 300,CL30,20104,L2J,,,2022-12-31,2006-01-01
a07324,N128TS,Bombardier,Challenger 300,CL30,20102,L2J,,,,
a07ca0,N130QS,Bombardier,Global 5000,GL5T,9498,L2J,EJA,,,
a07f60,N131EV,Bombardier,CRJ-900,CRJ9,15217,L2J,ASQ,,2022-06-30,2009-01-01
a07fd9,N131KR,Bombardier,Challenger 350,CL35,20635,L2J,,,2022-06-30,2016-01-01
a07fda,N131KS,Bombardier,Challenger 300,CL30,20092,L2J,,,2023-07-31,2006-01-01
